,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
295,295,69.0,1.1666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,43.16666793823242,0.11480496823787689,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.11480496823787689,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
296,296,66.0,1.3333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,1.0,43.33333206176758,0.11524822562932968,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.11524822562932968,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0
297,297,38.0,1.5,0.5,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,43.5,0.11569149047136307,0.2992125984251969,0.08952817905635811,0.0267879590877292,0.11569149047136307,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,62.0,38.0,24.0
298,298,50.0,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,43.5,0.11569149047136307,0.3937007874015748,0.15500031000062,0.06102374409473228,0.11569149047136307,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,62.0,38.0,24.0
299,299,62.0,1.5,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,43.5,0.11569149047136307,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.11569149047136307,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,62.0,38.0,24.0
300,300,66.0,1.6666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,43.66666793823242,0.11613475531339645,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.11613475531339645,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0
301,301,62.0,1.8333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,1.0,43.83333206176758,0.11657801270484924,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.11657801270484924,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
302,302,33.0,0.0,0.16666667,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,44.0,0.11702127754688263,0.25984251968503935,0.06751813503627008,0.017544082332259153,0.11702127754688263,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,33.0,24.0
303,303,57.0,0.0,0.5,2,1.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,44.0,0.11702127754688263,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.11702127754688263,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,57.0,33.0,24.0
304,304,37.0,0.16666793823242188,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,44.16666793823242,0.11746454238891602,0.29133858267716534,0.08487816975633951,0.024728285677043795,0.11746454238891602,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0
305,305,40.0,0.3333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,1.0,44.33333206176758,0.1179077997803688,0.31496062992125984,0.0992001984003968,0.03124415697650293,0.1179077997803688,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
306,306,45.0,0.5,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,44.5,0.11835106462240219,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.11835106462240219,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0
307,307,49.0,0.6666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,44.66666793823242,0.11879432946443558,0.3858267716535433,0.14886229772459544,0.05743505975200927,0.11879432946443558,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0
308,308,52.0,0.8333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,1.0,44.83333206176758,0.11923758685588837,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.11923758685588837,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0
309,309,38.0,1.0,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.11968085169792175,0.2992125984251969,0.08952817905635811,0.0267879590877292,0.11968085169792175,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,78.0,38.0,40.0
310,310,69.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.11968085169792175,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.11968085169792175,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,78.0,38.0,40.0
311,311,74.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.11968085169792175,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.11968085169792175,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,78.0,38.0,40.0
312,312,78.0,1.0,0.5,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.11968085169792175,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.11968085169792175,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,78.0,38.0,40.0
313,313,42.0,1.1666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,45.16666793823242,0.12012411653995514,0.33070866141732286,0.10936821873643747,0.0361690172199242,0.12012411653995514,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0
314,314,45.0,1.3333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,1.0,45.33333206176758,0.12056737393140793,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.12056737393140793,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0
315,315,50.0,1.5,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,45.5,0.12101063877344131,0.3937007874015748,0.15500031000062,0.06102374409473228,0.12101063877344131,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
316,316,54.0,1.6666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,45.66666793823242,0.1214539036154747,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.1214539036154747,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0
317,317,57.0,1.8333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,1.0,45.83333206176758,0.12189716100692749,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.12189716100692749,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
318,318,45.0,0.0,0.5,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,46.0,0.12234042584896088,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.12234042584896088,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,57.0,45.0,12.0
319,319,49.0,0.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,46.0,0.12234042584896088,0.3858267716535433,0.14886229772459544,0.05743505975200927,0.12234042584896088,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,57.0,45.0,12.0
320,320,57.0,0.0,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,46.0,0.12234042584896088,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.12234042584896088,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,57.0,45.0,12.0
321,321,61.0,0.16666793823242188,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,46.16666793823242,0.12278369069099426,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.12278369069099426,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0
322,322,64.0,0.3333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,1.0,46.33333206176758,0.12322694808244705,0.5039370078740157,0.25395250790501583,0.127976066975756,0.12322694808244705,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
323,323,69.0,0.5,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,46.5,0.12367021292448044,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.12367021292448044,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
324,324,73.0,0.6666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,46.66666793823242,0.12411347776651382,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.12411347776651382,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
325,325,76.0,0.8333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,1.0,46.83333206176758,0.12455673515796661,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.12455673515796661,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
326,326,45.0,1.0,0.5,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,47.0,0.125,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.125,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,78.0,45.0,33.0
327,327,50.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,47.0,0.125,0.3937007874015748,0.15500031000062,0.06102374409473228,0.125,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,78.0,45.0,33.0
328,328,78.0,1.0,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,47.0,0.125,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.125,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,78.0,45.0,33.0
329,329,81.0,1.1666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,47.16666793823242,0.1254432648420334,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.1254432648420334,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
330,330,86.0,1.3333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,1.0,47.33333206176758,0.12588651478290558,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.12588651478290558,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
331,331,81.0,1.5,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,47.5,0.12632979452610016,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.12632979452610016,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
332,332,78.0,1.6666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,1.0,1.0,47.66666793823242,0.12677305936813354,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.12677305936813354,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
333,333,74.0,1.8333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,1.0,47.83333206176758,0.12721630930900574,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.12721630930900574,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
334,334,45.0,0.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,48.0,0.12765957415103912,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.12765957415103912,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,45.0,36.0
335,335,49.0,0.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,48.0,0.12765957415103912,0.3858267716535433,0.14886229772459544,0.05743505975200927,0.12765957415103912,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,81.0,45.0,36.0
336,336,81.0,0.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,48.0,0.12765957415103912,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.12765957415103912,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,81.0,45.0,36.0
337,337,69.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,48.5,0.12898936867713928,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.12898936867713928,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
338,338,57.0,0.0,0.75,2,0.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,50.0,0.13297872245311737,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.13297872245311737,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
339,339,59.0,0.75,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,1.0,50.75,0.134973406791687,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.134973406791687,0.8571428571428571,0.1428571428571429,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
340,340,57.0,0.875,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,1.0,50.875,0.13530585169792175,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.13530585169792175,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
341,341,56.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,51.0,0.1356382966041565,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.1356382966041565,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
342,342,57.0,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,51.5,0.13696809113025665,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.13696809113025665,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
343,343,58.0,0.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,52.0,0.13829787075519562,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.13829787075519562,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
344,344,59.0,0.5,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,52.5,0.13962766528129578,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.13962766528129578,0.5,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,86.0,59.0,27.0
345,345,86.0,0.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,52.5,0.13962766528129578,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.13962766528129578,0.5,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0,59.0,27.0
346,346,78.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,52.75,0.14029255509376526,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.14029255509376526,1.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
347,347,59.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,53.0,0.14095744490623474,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.14095744490623474,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,59.0,22.0
348,348,81.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,53.0,0.14095744490623474,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.14095744490623474,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,59.0,22.0
349,349,80.0,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,53.5,0.1422872394323349,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.1422872394323349,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
350,350,59.0,0.0,0.75,2,0.0,0.75,0.0,0.0,0.0,0.0,2.0,0.0,54.0,0.14361701905727386,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.14361701905727386,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
351,351,61.0,0.75,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,54.75,0.1456117033958435,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.1456117033958435,0.8571428571428571,0.1428571428571429,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0
352,352,59.0,0.875,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,54.875,0.14594414830207825,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.14594414830207825,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
353,353,57.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,55.0,0.146276593208313,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.146276593208313,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
354,354,59.0,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,55.5,0.14760638773441315,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.14760638773441315,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
355,355,60.0,0.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,56.0,0.1489361673593521,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.1489361673593521,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
