,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.fp,loudness_direction_basis.loudness_incr,loudness_direction_basis.sf,loudness_direction_basis.pp,loudness_direction_basis.loudness_decr,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
283,283,73.0,0.3333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.33333206176758,0.07779772579669952,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.07779772579669952,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
284,284,66.0,0.5,0.5,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.5,0.07809694856405258,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.07809694856405258,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,66.0,8.0
285,285,69.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.5,0.07809694856405258,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.07809694856405258,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,66.0,8.0
286,286,74.0,0.5,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.5,0.07809694856405258,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.07809694856405258,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,66.0,8.0
287,287,86.0,0.6666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.66666793823242,0.07839617133140564,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.07839617133140564,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
288,288,85.0,0.8333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.83333206176758,0.0786953866481781,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.0786953866481781,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0
289,289,83.0,1.0,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,0.07899461686611176,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.07899461686611176,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
290,290,85.0,1.1666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.16666793823242,0.07929383963346481,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.07929383963346481,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0
291,291,82.0,1.3333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.33333206176758,0.07959305495023727,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.07959305495023727,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
292,292,62.0,1.5,0.5,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.5,0.07989227771759033,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.07989227771759033,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,83.0,62.0,21.0
293,293,66.0,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.5,0.07989227771759033,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.07989227771759033,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,83.0,62.0,21.0
294,294,83.0,1.5,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.5,0.07989227771759033,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.07989227771759033,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,83.0,62.0,21.0
295,295,85.0,1.6666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.66666793823242,0.08019150793552399,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.08019150793552399,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0
296,296,81.0,1.8333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.83333206176758,0.08049072325229645,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.08049072325229645,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
297,297,80.0,0.0,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0807899460196495,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.0807899460196495,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
298,298,81.0,0.16666793823242188,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.16666793823242,0.08108916878700256,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.08108916878700256,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
299,299,78.0,0.3333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.33333206176758,0.08138839155435562,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.08138839155435562,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
300,300,59.0,0.5,0.5,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.5,0.08168761432170868,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.08168761432170868,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,80.0,59.0,21.0
301,301,62.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.5,0.08168761432170868,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.08168761432170868,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,80.0,59.0,21.0
302,302,80.0,0.5,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.5,0.08168761432170868,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.08168761432170868,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,80.0,59.0,21.0
303,303,81.0,0.6666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.66666793823242,0.08198683708906174,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.08198683708906174,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
304,304,78.0,0.8333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.83333206176758,0.0822860524058342,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.0822860524058342,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
305,305,76.0,1.0,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,0.08258527517318726,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.08258527517318726,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
306,306,78.0,1.1666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.16666793823242,0.08288450539112091,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.08288450539112091,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
307,307,75.0,1.3333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.33333206176758,0.08318372070789337,0.5905511811023622,0.348750697501395,0.20595513631972145,0.08318372070789337,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
308,308,56.0,1.5,0.5,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.5,0.08348294347524643,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.08348294347524643,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,76.0,56.0,20.0
309,309,59.0,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.5,0.08348294347524643,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.08348294347524643,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,76.0,56.0,20.0
310,310,76.0,1.5,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.5,0.08348294347524643,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.08348294347524643,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,76.0,56.0,20.0
311,311,78.0,1.6666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.66666793823242,0.08378216624259949,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.08378216624259949,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
312,312,74.0,1.8333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.83333206176758,0.08408138900995255,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.08408138900995255,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
313,313,57.0,0.0,0.5,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0843806117773056,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.0843806117773056,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,57.0,16.0
314,314,73.0,0.0,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0843806117773056,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.0843806117773056,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,57.0,16.0
315,315,76.0,0.16666793823242188,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.16666793823242,0.08467983454465866,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.08467983454465866,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
316,316,81.0,0.3333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.33333206176758,0.08497904986143112,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.08497904986143112,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
317,317,50.0,0.5,0.5,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.5,0.08527828007936478,0.3937007874015748,0.15500031000062,0.06102374409473228,0.08527828007936478,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,50.0,27.0
318,318,59.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.5,0.08527828007936478,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.08527828007936478,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,50.0,27.0
319,319,77.0,0.5,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.5,0.08527828007936478,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.08527828007936478,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,50.0,27.0
320,320,78.0,0.6666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.66666793823242,0.08557750284671783,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.08557750284671783,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
321,321,74.0,0.8333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.83333206176758,0.0858767181634903,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.0858767181634903,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
322,322,52.0,1.0,0.5,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0.08617594093084335,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.08617594093084335,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,75.0,52.0,23.0
323,323,61.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0.08617594093084335,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.08617594093084335,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,75.0,52.0,23.0
324,324,75.0,1.0,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0.08617594093084335,0.5905511811023622,0.348750697501395,0.20595513631972145,0.08617594093084335,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,75.0,52.0,23.0
325,325,76.0,1.1666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.16666793823242,0.08647516369819641,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.08647516369819641,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
326,326,73.0,1.3333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.33333206176758,0.08677438646554947,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.08677438646554947,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
327,327,52.0,1.5,0.5,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.5,0.08707360923290253,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.08707360923290253,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,73.0,52.0,21.0
328,328,56.0,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.5,0.08707360923290253,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.08707360923290253,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,73.0,52.0,21.0
329,329,62.0,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.5,0.08707360923290253,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.08707360923290253,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,73.0,52.0,21.0
330,330,73.0,1.5,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.5,0.08707360923290253,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.08707360923290253,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,73.0,52.0,21.0
331,331,74.0,1.6666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.66666793823242,0.08737283200025558,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.08737283200025558,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
332,332,71.0,1.8333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.83333206176758,0.08767204731702805,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.08767204731702805,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
333,333,57.0,0.0,1.0,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0879712775349617,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.0879712775349617,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,71.0,57.0,14.0
334,334,62.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0879712775349617,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.0879712775349617,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,71.0,57.0,14.0
335,335,71.0,0.0,0.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0879712775349617,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.0879712775349617,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,71.0,57.0,14.0
