,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.presto,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
348,348,79,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.5,0.1954365074634552,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.1954365074634552,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,52.0,27.0
349,349,53,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,0.1964285671710968,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.1964285671710968,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,53.0,28.0
350,350,81,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,0.1964285671710968,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.1964285671710968,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,53.0,28.0
351,351,50,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.5,0.1974206417798996,0.3937007874015748,0.15500031000062,0.06102374409473228,0.1974206417798996,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,50.0,27.0
352,352,77,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.5,0.1974206417798996,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.1974206417798996,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,50.0,27.0
353,353,55,0.0,0.5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.1984127014875412,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.1984127014875412,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,76.0,55.0,21.0
354,354,67,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.1984127014875412,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.1984127014875412,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,76.0,55.0,21.0
355,355,72,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.1984127014875412,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.1984127014875412,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,76.0,55.0,21.0
356,356,76,0.0,1.0,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.1984127014875412,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.1984127014875412,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,76.0,55.0,21.0
357,357,54,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.5,0.1994047611951828,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.1994047611951828,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0
358,358,55,1.0,0.5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,0.2003968209028244,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.2003968209028244,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,74.0,55.0,19.0
359,359,67,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,0.2003968209028244,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.2003968209028244,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,74.0,55.0,19.0
360,360,71,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,0.2003968209028244,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.2003968209028244,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,74.0,55.0,19.0
361,361,74,1.0,1.0,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,0.2003968209028244,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2003968209028244,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,74.0,55.0,19.0
362,362,43,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.5,0.2013888955116272,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.2013888955116272,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0
363,363,73,0.0,2.0,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,0.2023809552192688,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.2023809552192688,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
364,364,58,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.5,0.2033730149269104,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.2033730149269104,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,58.0,9.0
365,365,67,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.5,0.2033730149269104,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.2033730149269104,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,58.0,9.0
366,366,57,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103.0,0.204365074634552,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.204365074634552,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,57.0,12.0
367,367,69,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103.0,0.204365074634552,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.204365074634552,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,57.0,12.0
368,368,55,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103.5,0.2053571492433548,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.2053571492433548,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,55.0,15.0
369,369,70,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103.5,0.2053571492433548,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.2053571492433548,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,55.0,15.0
370,370,53,0.0,1.0,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0,0.2063492089509964,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.2063492089509964,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,53.0,21.0
371,371,74,0.0,0.5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0,0.2063492089509964,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2063492089509964,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,53.0,21.0
372,372,69,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.5,0.207341268658638,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.207341268658638,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
373,373,49,1.0,1.0,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.0,0.2083333283662796,0.3858267716535433,0.14886229772459544,0.05743505975200927,0.2083333283662796,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,49.0,27.0
374,374,76,1.0,0.5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.0,0.2083333283662796,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2083333283662796,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,49.0,27.0
375,375,69,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.5,0.2093254029750824,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2093254029750824,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
376,376,50,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,106.0,0.210317462682724,0.3937007874015748,0.15500031000062,0.06102374409473228,0.210317462682724,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,50.0,27.0
377,377,77,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,106.0,0.210317462682724,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.210317462682724,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,50.0,27.0
378,378,52,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,106.5,0.2113095223903656,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.2113095223903656,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,52.0,27.0
379,379,79,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,106.5,0.2113095223903656,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.2113095223903656,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,52.0,27.0
380,380,53,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,107.0,0.2123015820980072,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.2123015820980072,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,53.0,28.0
381,381,81,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,107.0,0.2123015820980072,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.2123015820980072,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,53.0,28.0
382,382,50,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,107.5,0.21329365670681,0.3937007874015748,0.15500031000062,0.06102374409473228,0.21329365670681,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,50.0,27.0
383,383,77,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,107.5,0.21329365670681,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.21329365670681,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,50.0,27.0
384,384,55,0.0,0.5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0,0.2142857164144516,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.2142857164144516,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,76.0,55.0,21.0
385,385,67,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0,0.2142857164144516,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.2142857164144516,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,76.0,55.0,21.0
386,386,72,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0,0.2142857164144516,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.2142857164144516,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,76.0,55.0,21.0
387,387,76,0.0,1.0,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0,0.2142857164144516,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2142857164144516,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,76.0,55.0,21.0
388,388,54,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.5,0.2152777761220932,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.2152777761220932,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0
389,389,55,1.0,0.5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.0,0.2162698358297348,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.2162698358297348,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,74.0,55.0,19.0
390,390,67,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.0,0.2162698358297348,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.2162698358297348,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,74.0,55.0,19.0
391,391,71,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.0,0.2162698358297348,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.2162698358297348,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,74.0,55.0,19.0
392,392,74,1.0,1.0,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.0,0.2162698358297348,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2162698358297348,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,74.0,55.0,19.0
393,393,43,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.5,0.2172619104385376,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.2172619104385376,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0
394,394,73,0.0,2.0,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110.0,0.2182539701461792,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.2182539701461792,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
395,395,58,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110.5,0.2192460298538208,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.2192460298538208,0.125,1.875,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,58.0,9.0
396,396,67,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110.5,0.2192460298538208,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.2192460298538208,0.125,1.875,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,58.0,9.0
397,397,57,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,0.2202380895614624,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.2202380895614624,0.39285714285714285,1.6071428571428572,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,57.0,12.0
398,398,69,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,0.2202380895614624,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2202380895614624,0.39285714285714285,1.6071428571428572,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,57.0,12.0
399,399,55,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.5,0.2212301641702652,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.2212301641702652,0.6607142857142857,1.3392857142857144,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,55.0,15.0
400,400,70,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.5,0.2212301641702652,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.2212301641702652,0.6607142857142857,1.3392857142857144,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,55.0,15.0
401,401,53,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112.0,0.2222222238779068,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.2222222238779068,0.9285714285714286,1.0714285714285714,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,53.0,21.0
402,402,69,0.0,2.0,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112.0,0.2222222238779068,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2222222238779068,0.9285714285714286,1.0714285714285714,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,53.0,21.0
403,403,74,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112.0,0.2222222238779068,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2222222238779068,0.9285714285714286,1.0714285714285714,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,53.0,21.0
404,404,52,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112.5,0.2232142835855484,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.2232142835855484,1.1964285714285714,0.8035714285714286,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,52.0,24.0
405,405,76,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112.5,0.2232142835855484,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2232142835855484,1.1964285714285714,0.8035714285714286,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,52.0,24.0
406,406,50,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,113.0,0.22420634329319,0.3937007874015748,0.15500031000062,0.06102374409473228,0.22420634329319,1.4642857142857142,0.5357142857142858,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,50.0,27.0
407,407,77,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,113.0,0.22420634329319,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.22420634329319,1.4642857142857142,0.5357142857142858,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,50.0,27.0
408,408,53,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,113.5,0.2251984179019928,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.2251984179019928,1.7321428571428572,0.2678571428571429,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,53.0,21.0
409,409,74,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,113.5,0.2251984179019928,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2251984179019928,1.7321428571428572,0.2678571428571429,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,53.0,21.0
