,nid,pitch,onset,duration,voice,ts,label,duration_feature.duration,fermata_feature.fermata,grace_feature.grace_note,grace_feature.n_grace,grace_feature.grace_pos,metrical_feature.metrical_3_8_0,metrical_feature.metrical_3_8_1,metrical_feature.metrical_3_8_2,metrical_feature.metrical_3_8_weak,metrical_strength_feature.beat_phase,metrical_strength_feature.metrical_strength_downbeat,metrical_strength_feature.metrical_strength_secondary,metrical_strength_feature.metrical_strength_weak,onset_feature.onset,onset_feature.score_position,polynomial_pitch_feature.pitch,relative_score_position_feature.score_position,slur_feature.slur_incr,slur_feature.slur_decr,time_signature_feature.time_signature_num_1,time_signature_feature.time_signature_num_2,time_signature_feature.time_signature_num_3,time_signature_feature.time_signature_num_4,time_signature_feature.time_signature_num_5,time_signature_feature.time_signature_num_6,time_signature_feature.time_signature_num_7,time_signature_feature.time_signature_num_8,time_signature_feature.time_signature_num_9,time_signature_feature.time_signature_num_10,time_signature_feature.time_signature_num_11,time_signature_feature.time_signature_num_12,time_signature_feature.time_signature_num_other,time_signature_feature.time_signature_den_1,time_signature_feature.time_signature_den_2,time_signature_feature.time_signature_den_4,time_signature_feature.time_signature_den_8,time_signature_feature.time_signature_den_16,time_signature_feature.time_signature_den_other,vertical_neighbor_feature.n_total,vertical_neighbor_feature.n_above,vertical_neighbor_feature.n_below,vertical_neighbor_feature.highest_pitch,vertical_neighbor_feature.lowest_pitch,vertical_neighbor_feature.pitch_range,int_vec1,int_vec2,int_vec3,int_vec4,int_vec5,int_vec6,memb_of_triad,memb_of_sus4,meb_of_v7,is_maj_triad,is_min_triad,is_pmaj_triad,is_dim,ped_note,hv_7,hv_3,hv_1,bass_from_5,is_onset,three_from_four,four_from_three,one_from_seven,one_from_two,bass_moves_2m,bass_moves_2M,chord_has_2m,chord_has_2M,interval0,interval1,interval2,interval3,interval4,interval5,interval6,interval7,interval8,interval9,interval10,interval11,interval12
57,57,67,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,24,0.116822429001331,0.52755905511811,0.116822429001331,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,67,58,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,58,57,0.5,0.5,1,3,0,0.5,0,0,0,0,0,0,0,1,0.166666666666667,0,0,0,24.5,0.119158878922462,0.448818897637795,0.119158878922462,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59,59,55,1,0.5,1,3,0,0.5,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,25,0.121495328843594,0.433070866141732,0.121495328843594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,65,55,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60,60,65,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,25,0.121495328843594,0.511811023622047,0.121495328843594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,65,55,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,61,57,1.5,0.5,1,3,0,0.5,0,0,0,0,0,0,0,1,0.5,0,1,0,25.5,0.123831778764725,0.448818897637795,0.123831778764725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,62,48,2,1,2,3,0,1,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,26,0.126168221235275,0.377952755905512,0.126168221235275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,64,48,16,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,63,58,2,0.5,1,3,0,0.5,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,26,0.126168221235275,0.456692913385827,0.126168221235275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,64,48,16,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64,64,64,2,1,0,3,0,1,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,26,0.126168221235275,0.503937007874016,0.126168221235275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,64,48,16,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,65,60,2.5,0.5,1,3,0,0.5,0,0,0,0,0,0,0,1,0.833333333333333,0,0,0,26.5,0.128504678606987,0.47244094488189,0.128504678606987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66,66,50,0,1,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,27,0.130841121077538,0.393700787401575,0.130841121077538,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,65,50,15,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67,67,57,0,2,1,3,0,2,0,0,0,0,1,0,0,0,0,1,0,0,27,0.130841121077538,0.448818897637795,0.130841121077538,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,65,50,15,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68,68,65,0,0.5,0,3,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,27,0.130841121077538,0.511811023622047,0.130841121077538,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,65,50,15,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,69,64,0.5,0.5,0,3,0,0.5,0,0,0,0,0,0,0,1,0.166666666666667,0,0,0,27.5,0.133177563548088,0.503937007874016,0.133177563548088,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,64,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70,70,48,1,1,2,3,0,1,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,28,0.1355140209198,0.377952755905512,0.1355140209198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,62,48,14,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71,71,62,1,0.5,0,3,0,0.5,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,28,0.1355140209198,0.488188976377953,0.1355140209198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,62,48,14,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72,72,64,1.5,0.5,0,3,0,0.5,0,0,0,0,0,0,0,1,0.5,0,1,0,28.5,0.13785046339035,0.503937007874016,0.13785046339035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,64,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73,73,46,2,1,2,3,0,1,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,29,0.140186920762062,0.362204724409449,0.140186920762062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,65,46,19,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74,74,62,2,1,1,3,0,1,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,29,0.140186920762062,0.488188976377953,0.140186920762062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,65,46,19,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,75,65,2,0.5,0,3,0,0.5,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,29,0.140186920762062,0.511811023622047,0.140186920762062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,65,46,19,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,76,67,2.5,0.5,0,3,0,0.5,0,0,0,0,0,0,0,1,0.833333333333333,0,0,0,29.5,0.142523363232613,0.52755905511811,0.142523363232613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67,67,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,77,48,0,1,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,30,0.144859805703163,0.377952755905512,0.144859805703163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,69,48,21,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,78,64,0,1,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,30,0.144859805703163,0.503937007874016,0.144859805703163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,69,48,21,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,79,69,0,0.5,0,3,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,30,0.144859805703163,0.543307086614173,0.144859805703163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,69,48,21,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,80,72,0.5,0.5,0,3,0,0.5,0,0,0,0,0,0,0,1,0.166666666666667,0,0,0,30.5,0.147196263074875,0.566929133858268,0.147196263074875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81,81,40,1,0.5,2,3,0,0.5,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,31,0.149532705545425,0.31496062992126,0.149532705545425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,70,40,30,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82,82,67,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,31,0.149532705545425,0.52755905511811,0.149532705545425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,70,40,30,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83,83,70,1,0.5,0,3,0,0.5,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,31,0.149532705545425,0.551181102362205,0.149532705545425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,70,40,30,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84,84,41,1.5,0.5,2,3,0,0.5,0,0,0,0,0,0,0,1,0.5,0,1,0,31.5,0.151869162917137,0.322834645669291,0.151869162917137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,69,41,28,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85,85,69,1.5,0.5,0,3,0,0.5,0,0,0,0,0,0,0,1,0.5,0,1,0,31.5,0.151869162917137,0.543307086614173,0.151869162917137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,69,41,28,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,86,43,2,0.5,2,3,0,0.5,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,32,0.154205605387688,0.338582677165354,0.154205605387688,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,67,43,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,87,60,2,1,1,3,0,1,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,32,0.154205605387688,0.47244094488189,0.154205605387688,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,67,43,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,88,67,2,0.5,0,3,0,0.5,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,32,0.154205605387688,0.52755905511811,0.154205605387688,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,67,43,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,89,45,2.5,0.5,2,3,0,0.5,0,0,0,0,0,0,0,1,0.833333333333333,0,0,0,32.5,0.156542062759399,0.354330708661417,0.156542062759399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,65,45,20,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,90,65,2.5,0.5,0,3,0,0.5,0,0,0,0,0,0,0,1,0.833333333333333,0,0,0,32.5,0.156542062759399,0.511811023622047,0.156542062759399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,65,45,20,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91,91,46,0,1,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,33,0.15887850522995,0.362204724409449,0.15887850522995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,64,46,18,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,92,60,0,5,1,3,0,5,0,0,0,0,1,0,0,0,0,1,0,0,33,0.15887850522995,0.47244094488189,0.15887850522995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,64,46,18,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,93,64,0,3,0,3,0,3,0,0,0,0,1,0,0,0,0,1,0,0,33,0.15887850522995,0.503937007874016,0.15887850522995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,64,46,18,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,94,48,1,0.5,2,3,0,0.5,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,34,0.163551405072212,0.377952755905512,0.163551405072212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,95,46,1.5,0.5,2,3,0,0.5,0,0,0,0,0,0,0,1,0.5,0,1,0,34.5,0.165887847542763,0.362204724409449,0.165887847542763,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,46,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96,96,45,2,0.5,2,3,0,0.5,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,35,0.168224304914475,0.354330708661417,0.168224304914475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,45,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,97,43,2.5,0.5,2,3,0,0.5,0,0,0,0,0,0,0,1,0.833333333333333,0,0,0,35.5,0.170560747385025,0.338582677165354,0.170560747385025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,43,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
98,98,45,0,0.5,2,3,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,36,0.172897189855576,0.354330708661417,0.172897189855576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,65,45,20,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99,99,65,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,36,0.172897189855576,0.511811023622047,0.172897189855576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,65,45,20,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,100,43,0.5,0.5,2,3,0,0.5,0,0,0,0,0,0,0,1,0.166666666666667,0,0,0,36.5,0.175233647227287,0.338582677165354,0.175233647227287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,43,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101,101,41,1,0.5,2,3,0,0.5,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,37,0.177570089697838,0.322834645669291,0.177570089697838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,69,41,28,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102,102,69,1,2,0,3,0,2,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,37,0.177570089697838,0.543307086614173,0.177570089697838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,69,41,28,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103,103,43,1.5,0.5,2,3,0,0.5,0,0,0,0,0,0,0,1,0.5,0,1,0,37.5,0.17990654706955,0.338582677165354,0.17990654706955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,43,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104,104,45,2,0.5,2,3,0,0.5,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,38,0.1822429895401,0.354330708661417,0.1822429895401,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,65,45,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
105,105,65,2,1,1,3,0,1,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,38,0.1822429895401,0.511811023622047,0.1822429895401,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,65,45,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
106,106,46,2.5,0.5,2,3,0,0.5,0,0,0,0,0,0,0,1,0.833333333333333,0,0,0,38.5,0.184579432010651,0.362204724409449,0.184579432010651,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,46,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,107,48,0,0.5,2,3,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,39,0.186915889382362,0.377952755905512,0.186915889382362,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,67,48,19,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,108,64,0,2,1,3,0,2,0,0,0,0,1,0,0,0,0,1,0,0,39,0.186915889382362,0.503937007874016,0.186915889382362,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,67,48,19,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,109,67,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,39,0.186915889382362,0.52755905511811,0.186915889382362,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,67,48,19,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,110,47,0.5,0.5,2,3,0,0.5,0,0,0,0,0,0,0,1,0.166666666666667,0,0,0,39.5,0.189252331852913,0.37007874015748,0.189252331852913,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,47,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111,111,45,1,0.5,2,3,0,0.5,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,40,0.191588789224625,0.354330708661417,0.191588789224625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,72,45,27,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112,112,72,1,2,0,3,0,2,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,40,0.191588789224625,0.566929133858268,0.191588789224625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,72,45,27,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,113,47,1.5,0.5,2,3,0,0.5,0,0,0,0,0,0,0,1,0.5,0,1,0,40.5,0.193925231695175,0.37007874015748,0.193925231695175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,47,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,114,48,2,0.5,2,3,0,0.5,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,41,0.196261689066887,0.377952755905512,0.196261689066887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,69,48,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,115,69,2,1,1,3,0,1,0,0,0,0,0,0,1,0,0.666666666666667,0,0,0,41,0.196261689066887,0.543307086614173,0.196261689066887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,69,48,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116,116,50,2.5,0.5,2,3,0,0.5,0,0,0,0,0,0,0,1,0.833333333333333,0,0,0,41.5,0.198598131537437,0.393700787401575,0.198598131537437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,50,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,117,52,0,0.5,2,3,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,42,0.200934574007988,0.409448818897638,0.200934574007988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,71,52,19,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118,118,67,0,2,1,3,0,2,0,0,0,0,1,0,0,0,0,1,0,0,42,0.200934574007988,0.52755905511811,0.200934574007988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,71,52,19,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
