,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.fp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
305,305,59.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,0.15246637165546417,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.15246637165546417,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,59.0,14.0
306,306,73.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,0.15246637165546417,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.15246637165546417,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,59.0,14.0
307,307,66.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.5,0.1535874456167221,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.1535874456167221,1.25,1.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,66.0,8.0
308,308,74.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.5,0.1535874456167221,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.1535874456167221,1.25,1.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,66.0,8.0
309,309,62.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,0.15470851957798004,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.15470851957798004,2.5,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
310,310,59.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.5,0.15582959353923798,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.15582959353923798,1.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,59.0,15.0
311,311,74.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.5,0.15582959353923798,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.15582959353923798,1.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,59.0,15.0
312,312,56.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,0.1569506675004959,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.1569506675004959,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,56.0,20.0
313,313,76.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,0.1569506675004959,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.1569506675004959,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,56.0,20.0
314,314,59.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.5,0.15807174146175385,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.15807174146175385,0.5,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,59.0,15.0
315,315,74.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.5,0.15807174146175385,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.15807174146175385,0.5,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,59.0,15.0
316,316,52.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,0.15919283032417297,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.15919283032417297,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,52.0,21.0
317,317,73.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,0.15919283032417297,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.15919283032417297,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,52.0,21.0
318,318,62.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.5,0.1603139042854309,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.1603139042854309,1.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,62.0,9.0
319,319,71.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.5,0.1603139042854309,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.1603139042854309,1.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,62.0,9.0
320,320,61.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,0.16143497824668884,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.16143497824668884,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,61.0,7.0
321,321,68.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,0.16143497824668884,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.16143497824668884,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,61.0,7.0
322,322,64.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.5,0.16255605220794678,0.5039370078740157,0.25395250790501583,0.127976066975756,0.16255605220794678,0.625,1.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,64.0,5.0
323,323,69.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.5,0.16255605220794678,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.16255605220794678,0.625,1.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,64.0,5.0
324,324,56.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,0.1636771261692047,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.1636771261692047,1.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
325,325,64.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73.5,0.16479820013046265,0.5039370078740157,0.25395250790501583,0.127976066975756,0.16479820013046265,0.375,0.625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,64.0,7.0
326,326,71.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73.5,0.16479820013046265,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.16479820013046265,0.375,0.625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,64.0,7.0
327,327,57.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0,0.16591928899288177,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.16591928899288177,0.5,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,57.0,15.0
328,328,72.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0,0.16591928899288177,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.16591928899288177,0.5,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,57.0,15.0
329,329,64.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74.5,0.1670403629541397,0.5039370078740157,0.25395250790501583,0.127976066975756,0.1670403629541397,1.375,1.625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,64.0,9.0
330,330,73.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74.5,0.1670403629541397,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.1670403629541397,1.375,1.625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,64.0,9.0
331,331,54.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,0.16816143691539764,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.16816143691539764,2.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0
332,332,57.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.5,0.16928251087665558,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.16928251087665558,1.625,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,76.0,57.0,19.0
333,333,74.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.5,0.16928251087665558,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.16928251087665558,1.625,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,76.0,57.0,19.0
334,334,76.0,3.5,0.0,4,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,75.5,0.16928251087665558,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.16928251087665558,1.625,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,76.0,57.0,19.0
335,335,52.0,0.0,0.5,4,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,0.1704035848379135,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.1704035848379135,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,52.0,21.0
336,336,73.0,0.0,1.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,0.1704035848379135,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.1704035848379135,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,52.0,21.0
337,337,57.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.5,0.17152465879917145,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.17152465879917145,0.45,1.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
338,338,61.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,0.17264573276042938,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.17264573276042938,0.9,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0
339,339,57.0,1.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.5,0.1737668216228485,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.1737668216228485,1.35,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,57.0,17.0
340,340,74.0,1.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.5,0.1737668216228485,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.1737668216228485,1.35,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,57.0,17.0
341,341,73.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.75,0.17432735860347748,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.17432735860347748,1.575,0.42500000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
342,342,52.0,2.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,0.17488789558410645,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.17488789558410645,1.8,0.19999999999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,71.0,52.0,19.0
343,343,56.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,0.17488789558410645,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.17488789558410645,1.8,0.19999999999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,71.0,52.0,19.0
344,344,71.0,2.0,0.5,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,0.17488789558410645,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.17488789558410645,1.8,0.19999999999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,71.0,52.0,19.0
345,345,73.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.5,0.17600896954536438,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.17600896954536438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
346,346,74.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,0.17713004350662231,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.17713004350662231,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
347,347,75.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.5,0.17825111746788025,0.5905511811023622,0.348750697501395,0.20595513631972145,0.17825111746788025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
348,348,57.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,0.17937219142913818,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.17937219142913818,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,57.0,18.0
349,349,75.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,0.17937219142913818,0.5905511811023622,0.348750697501395,0.20595513631972145,0.17937219142913818,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0,57.0,18.0
350,350,61.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.5,0.1804932802915573,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.1804932802915573,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,61.0,15.0
351,351,76.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.5,0.1804932802915573,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.1804932802915573,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,61.0,15.0
352,352,59.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0,0.18161435425281525,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.18161435425281525,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
353,353,62.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.5,0.18273542821407318,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.18273542821407318,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,62.0,14.0
354,354,76.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.5,0.18273542821407318,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.18273542821407318,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,62.0,14.0
355,355,61.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82.0,0.18385650217533112,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.18385650217533112,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,61.0,20.0
356,356,81.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82.0,0.18385650217533112,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.18385650217533112,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,61.0,20.0
357,357,64.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82.5,0.18497757613658905,0.5039370078740157,0.25395250790501583,0.127976066975756,0.18497757613658905,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,80.0,64.0,16.0
358,358,80.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82.5,0.18497757613658905,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.18497757613658905,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,80.0,64.0,16.0
359,359,57.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,0.18609865009784698,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.18609865009784698,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,57.0,21.0
360,360,78.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,0.18609865009784698,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.18609865009784698,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,57.0,21.0
361,361,61.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.5,0.18721972405910492,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.18721972405910492,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,61.0,15.0
362,362,76.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.5,0.18721972405910492,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.18721972405910492,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,61.0,15.0
363,363,59.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.0,0.18834081292152405,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.18834081292152405,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,59.0,14.0
364,364,73.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.0,0.18834081292152405,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.18834081292152405,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,59.0,14.0
365,365,66.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.5,0.18946188688278198,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.18946188688278198,1.25,1.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,66.0,8.0
366,366,74.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.5,0.18946188688278198,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.18946188688278198,1.25,1.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,66.0,8.0
367,367,62.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,85.0,0.19058296084403992,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.19058296084403992,2.5,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
