,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.fp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
271,271,69.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.5,0.1319095492362976,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.1319095492362976,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,69.0,8.0
272,272,77.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.5,0.1319095492362976,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.1319095492362976,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,69.0,8.0
273,273,65.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,0.13316583633422852,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.13316583633422852,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,65.0,4.0
274,274,69.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,0.13316583633422852,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.13316583633422852,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,65.0,4.0
275,275,62.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.5,0.13442210853099823,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.13442210853099823,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,62.0,9.0
276,276,71.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.5,0.13442210853099823,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.13442210853099823,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,62.0,9.0
277,277,64.0,2.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,0.13567839562892914,0.5039370078740157,0.25395250790501583,0.127976066975756,0.13567839562892914,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,64.0,8.0
278,278,72.0,2.0,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,0.13567839562892914,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.13567839562892914,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,64.0,8.0
279,279,71.0,2.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.25,0.1363065391778946,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.1363065391778946,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
280,280,55.0,2.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.5,0.13693466782569885,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.13693466782569885,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,55.0,17.0
281,281,72.0,2.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.5,0.13693466782569885,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.13693466782569885,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,55.0,17.0
282,282,76.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.75,0.1375628113746643,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.1375628113746643,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
283,283,59.0,3.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,0.13819095492362976,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.13819095492362976,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,59.0,15.0
284,284,74.0,3.0,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,0.13819095492362976,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.13819095492362976,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,59.0,15.0
285,285,72.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.25,0.13881909847259521,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.13881909847259521,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
286,286,55.0,3.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.5,0.13944724202156067,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.13944724202156067,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,55.0,19.0
287,287,74.0,3.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.5,0.13944724202156067,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.13944724202156067,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,55.0,19.0
288,288,77.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.75,0.14007537066936493,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.14007537066936493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
289,289,60.0,0.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.14070351421833038,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.14070351421833038,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,60.0,16.0
290,290,76.0,0.0,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.14070351421833038,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.14070351421833038,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,60.0,16.0
291,291,74.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.25,0.14133165776729584,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.14133165776729584,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
292,292,55.0,0.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.5,0.1419598013162613,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.1419598013162613,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,55.0,21.0
293,293,76.0,0.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.5,0.1419598013162613,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.1419598013162613,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,55.0,21.0
294,294,79.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.75,0.14258794486522675,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.14258794486522675,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
295,295,62.0,1.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.143216073513031,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.143216073513031,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,62.0,15.0
296,296,77.0,1.0,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.143216073513031,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.143216073513031,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,62.0,15.0
297,297,76.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.25,0.14384421706199646,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.14384421706199646,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
298,298,55.0,1.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.5,0.14447236061096191,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.14447236061096191,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,55.0,22.0
299,299,77.0,1.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.5,0.14447236061096191,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.14447236061096191,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,55.0,22.0
300,300,81.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.75,0.14510050415992737,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.14510050415992737,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
301,301,64.0,2.0,1.0,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.14572864770889282,0.5039370078740157,0.25395250790501583,0.127976066975756,0.14572864770889282,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,64.0,15.0
302,302,79.0,2.0,0.25,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.14572864770889282,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.14572864770889282,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,64.0,15.0
303,303,84.0,2.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.25,0.14635679125785828,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.14635679125785828,0.125,0.875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
304,304,88.0,2.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.5,0.14698491990566254,0.6929133858267716,0.4801289602579205,0.3326877834858032,0.14698491990566254,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0
305,305,83.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.75,0.147613063454628,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.147613063454628,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
306,306,84.0,3.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,0.14824120700359344,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.14824120700359344,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
307,307,79.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.25,0.1488693505525589,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.1488693505525589,0.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
308,308,53.0,3.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.5,0.14949749410152435,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.14949749410152435,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,53.0,28.0
309,309,62.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.5,0.14949749410152435,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.14949749410152435,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,81.0,53.0,28.0
310,310,81.0,3.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.5,0.14949749410152435,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.14949749410152435,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,81.0,53.0,28.0
311,311,77.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.75,0.1501256227493286,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.1501256227493286,0.875,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
312,312,55.0,0.0,1.0,4,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0.15075376629829407,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.15075376629829407,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,76.0,55.0,21.0
313,313,60.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0.15075376629829407,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.15075376629829407,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,76.0,55.0,21.0
314,314,76.0,0.0,0.5,4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0.15075376629829407,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.15075376629829407,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,76.0,55.0,21.0
315,315,59.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.5,0.15201005339622498,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.15201005339622498,0.625,1.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,59.0,15.0
316,316,74.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.5,0.15201005339622498,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.15201005339622498,0.625,1.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,59.0,15.0
317,317,73.0,2.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,62.0,0.1557788997888565,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.1557788997888565,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,73.0,1.0
318,318,74.0,2.0,1.0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,0.1557788997888565,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.1557788997888565,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,73.0,1.0
319,319,73.0,3.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,63.0,0.15829145908355713,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.15829145908355713,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,73.0,1.0
320,320,74.0,3.0,1.0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,0.15829145908355713,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.15829145908355713,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,73.0,1.0
321,321,71.0,0.0,0.0,4,1.0,2.25,0.0,1.0,3.0,1.0,1.0,0.0,0.0,64.0,0.16080401837825775,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.16080401837825775,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,83.0,71.0,12.0
322,322,74.0,0.0,0.0,4,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,64.0,0.16080401837825775,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.16080401837825775,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,83.0,71.0,12.0
323,323,80.0,0.0,0.0,4,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,64.0,0.16080401837825775,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.16080401837825775,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,83.0,71.0,12.0
324,324,83.0,0.0,2.25,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.16080401837825775,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.16080401837825775,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,83.0,71.0,12.0
325,325,40.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.25,0.1614321619272232,0.31496062992125984,0.0992001984003968,0.03124415697650293,0.1614321619272232,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
326,326,44.0,0.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.5,0.16206030547618866,0.3464566929133858,0.12003224006448013,0.0415859729357254,0.16206030547618866,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0
327,327,47.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.75,0.1626884490251541,0.3700787401574803,0.13695827391654783,0.05068534546517912,0.1626884490251541,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0
328,328,52.0,1.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.0,0.16331657767295837,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.16331657767295837,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0
329,329,56.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.25,0.16394472122192383,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.16394472122192383,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
330,330,59.0,1.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.5,0.16457286477088928,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.16457286477088928,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
331,331,64.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.75,0.16520100831985474,0.5039370078740157,0.25395250790501583,0.127976066975756,0.16520100831985474,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
332,332,52.0,2.0,1.0,4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,0.1658291518688202,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.1658291518688202,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0
