,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.adagio,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
198,198,84.0,0.625,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,44.625,0.20101352035999298,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.20101352035999298,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
199,199,80.0,0.75,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,44.75,0.2015765756368637,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.2015765756368637,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
200,200,77.0,0.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,44.875,0.20213964581489563,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.20213964581489563,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
201,201,58.0,1.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,45.0,0.20270270109176636,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.20270270109176636,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,75.0,58.0,17.0
202,202,67.0,1.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,45.0,0.20270270109176636,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.20270270109176636,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,75.0,58.0,17.0
203,203,75.0,1.0,0.5,4,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0.20270270109176636,0.5905511811023622,0.348750697501395,0.20595513631972145,0.20270270109176636,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,75.0,58.0,17.0
204,204,68.0,1.5,0.5,4,0.0,0.125,0.0,0.0,0.0,0.0,45.5,0.20495495200157166,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.20495495200157166,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,68.0,11.0
205,205,79.0,1.5,0.125,4,0.0,0.5,0.0,0.0,0.0,0.0,45.5,0.20495495200157166,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.20495495200157166,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,68.0,11.0
206,206,77.0,1.625,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,45.625,0.20551802217960358,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.20551802217960358,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
207,207,76.0,1.75,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,45.75,0.2060810774564743,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2060810774564743,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
208,208,77.0,1.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,45.875,0.20664414763450623,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.20664414763450623,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
209,209,63.0,2.0,1.5,4,0.0,1.0,0.0,0.0,0.0,0.0,46.0,0.20720720291137695,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.20720720291137695,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,77.0,63.0,14.0
210,210,68.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,46.0,0.20720720291137695,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.20720720291137695,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,77.0,63.0,14.0
211,211,74.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,46.0,0.20720720291137695,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.20720720291137695,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,77.0,63.0,14.0
212,212,77.0,2.0,1.0,4,0.0,1.5,0.0,0.0,0.0,0.0,46.0,0.20720720291137695,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.20720720291137695,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,77.0,63.0,14.0
213,213,67.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,47.0,0.21171170473098755,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.21171170473098755,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,67.0,8.0
214,214,75.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,47.0,0.21171170473098755,0.5905511811023622,0.348750697501395,0.20595513631972145,0.21171170473098755,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0,67.0,8.0
215,215,48.0,0.0,0.25,4,0.0,0.75,0.0,0.0,0.0,0.0,48.0,0.21621622145175934,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.21621622145175934,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,79.0,48.0,31.0
216,216,75.0,0.0,0.75,4,0.0,0.75,0.0,0.0,0.0,0.0,48.0,0.21621622145175934,0.5905511811023622,0.348750697501395,0.20595513631972145,0.21621622145175934,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,79.0,48.0,31.0
217,217,79.0,0.0,0.75,4,0.0,0.25,0.0,0.0,0.0,0.0,48.0,0.21621622145175934,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.21621622145175934,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,79.0,48.0,31.0
218,218,60.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,48.25,0.217342346906662,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.217342346906662,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
219,219,60.0,0.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,48.5,0.21846847236156464,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.21846847236156464,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
220,220,60.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,48.75,0.21959459781646729,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.21959459781646729,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,60.0,17.0
221,221,74.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,48.75,0.21959459781646729,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.21959459781646729,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,60.0,17.0
222,222,77.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,48.75,0.21959459781646729,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.21959459781646729,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,60.0,17.0
223,223,60.0,1.0,0.25,4,0.0,1.0,0.0,0.0,0.0,0.0,49.0,0.22072072327136993,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.22072072327136993,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,75.0,60.0,15.0
224,224,72.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,49.0,0.22072072327136993,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.22072072327136993,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,75.0,60.0,15.0
225,225,75.0,1.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,49.0,0.22072072327136993,0.5905511811023622,0.348750697501395,0.20595513631972145,0.22072072327136993,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,75.0,60.0,15.0
226,226,60.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,49.25,0.22184684872627258,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.22184684872627258,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
227,227,60.0,1.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,49.5,0.22297297418117523,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.22297297418117523,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
228,228,60.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,49.75,0.22409909963607788,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.22409909963607788,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
229,229,47.0,2.0,0.25,4,0.0,0.75,0.0,0.0,0.0,0.0,50.0,0.22522522509098053,0.3700787401574803,0.13695827391654783,0.05068534546517912,0.22522522509098053,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,80.0,47.0,33.0
230,230,77.0,2.0,0.75,4,0.0,0.75,0.0,0.0,0.0,0.0,50.0,0.22522522509098053,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.22522522509098053,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,80.0,47.0,33.0
231,231,80.0,2.0,0.75,4,0.0,0.25,0.0,0.0,0.0,0.0,50.0,0.22522522509098053,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.22522522509098053,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,80.0,47.0,33.0
232,232,59.0,2.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,50.25,0.22635135054588318,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.22635135054588318,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
233,233,59.0,2.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,50.5,0.22747747600078583,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.22747747600078583,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
234,234,59.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,50.75,0.22860360145568848,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.22860360145568848,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,79.0,59.0,20.0
235,235,75.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,50.75,0.22860360145568848,0.5905511811023622,0.348750697501395,0.20595513631972145,0.22860360145568848,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,79.0,59.0,20.0
236,236,79.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,50.75,0.22860360145568848,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.22860360145568848,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,79.0,59.0,20.0
237,237,59.0,3.0,0.25,4,0.0,1.0,0.0,0.0,0.0,0.0,51.0,0.22972972691059113,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.22972972691059113,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,59.0,18.0
238,238,74.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,51.0,0.22972972691059113,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.22972972691059113,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,59.0,18.0
239,239,77.0,3.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,51.0,0.22972972691059113,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.22972972691059113,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,59.0,18.0
240,240,59.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,51.25,0.23085585236549377,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.23085585236549377,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
241,241,59.0,3.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,51.5,0.23198197782039642,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.23198197782039642,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
242,242,59.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,51.75,0.23310810327529907,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.23310810327529907,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
243,243,60.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,52.0,0.23423422873020172,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.23423422873020172,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
244,244,72.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,52.25,0.23536035418510437,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.23536035418510437,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,72.0,3.0
245,245,75.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,52.25,0.23536035418510437,0.5905511811023622,0.348750697501395,0.20595513631972145,0.23536035418510437,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0,72.0,3.0
246,246,74.0,0.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,52.5,0.23648647964000702,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.23648647964000702,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,74.0,3.0
247,247,77.0,0.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,52.5,0.23648647964000702,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.23648647964000702,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,74.0,3.0
248,248,75.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,52.75,0.23761261999607086,0.5905511811023622,0.348750697501395,0.20595513631972145,0.23761261999607086,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,75.0,4.0
249,249,79.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,52.75,0.23761261999607086,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.23761261999607086,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,75.0,4.0
250,250,56.0,1.0,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,53.0,0.2387387454509735,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.2387387454509735,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,79.0,56.0,23.0
251,251,75.0,1.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,53.0,0.2387387454509735,0.5905511811023622,0.348750697501395,0.20595513631972145,0.2387387454509735,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,79.0,56.0,23.0
252,252,79.0,1.0,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,53.0,0.2387387454509735,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.2387387454509735,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,79.0,56.0,23.0
253,253,74.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,53.25,0.23986487090587616,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.23986487090587616,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,74.0,3.0
254,254,77.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,53.25,0.23986487090587616,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.23986487090587616,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,74.0,3.0
255,255,54.0,1.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,53.5,0.2409909963607788,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.2409909963607788,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,54.0,23.0
256,256,74.0,1.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,53.5,0.2409909963607788,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2409909963607788,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,54.0,23.0
257,257,77.0,1.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,53.5,0.2409909963607788,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2409909963607788,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,54.0,23.0
258,258,72.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,53.75,0.24211712181568146,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.24211712181568146,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,72.0,3.0
259,259,75.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,53.75,0.24211712181568146,0.5905511811023622,0.348750697501395,0.20595513631972145,0.24211712181568146,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0,72.0,3.0
260,260,55.0,2.0,0.25,4,0.0,1.0,0.0,0.0,0.0,0.0,54.0,0.2432432472705841,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.2432432472705841,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,75.0,55.0,20.0
261,261,72.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,54.0,0.2432432472705841,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.2432432472705841,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,75.0,55.0,20.0
262,262,75.0,2.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,54.0,0.2432432472705841,0.5905511811023622,0.348750697501395,0.20595513631972145,0.2432432472705841,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,75.0,55.0,20.0
