,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.dolce,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.loudness_incr,loudness_direction_basis.sf,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
244,244,72.0,2.5,0.375,3,0.0,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666944444455,0.0,0.0,50.5,0.2729658782482147,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.2729658782482147,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
245,245,69.0,2.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9166667048611126,0.0,0.0,50.875,0.2749343812465668,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2749343812465668,0.75,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
246,246,52.0,0.0,1.5,3,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,51.0,0.27559053897857666,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.27559053897857666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,72.0,52.0,20.0
247,247,55.0,0.0,1.5,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,51.0,0.27559053897857666,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.27559053897857666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,72.0,52.0,20.0
248,248,60.0,0.0,1.5,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,51.0,0.27559053897857666,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.27559053897857666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,72.0,52.0,20.0
249,249,72.0,0.0,0.75,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,51.0,0.27559053897857666,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.27559053897857666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,72.0,52.0,20.0
250,250,71.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,51.75,0.27952754497528076,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.27952754497528076,0.75,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
251,251,70.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.0,0.2808398902416229,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.2808398902416229,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
252,252,46.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.5,0.28346458077430725,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.28346458077430725,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,67.0,46.0,21.0
253,253,58.0,1.5,0.5,3,1.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.5,0.28346458077430725,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.28346458077430725,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,67.0,46.0,21.0
254,254,64.0,1.5,0.375,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.5,0.28346458077430725,0.5039370078740157,0.25395250790501583,0.127976066975756,0.28346458077430725,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,67.0,46.0,21.0
255,255,67.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.5,0.28346458077430725,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.28346458077430725,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,67.0,46.0,21.0
256,256,60.0,1.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.875,0.2854330837726593,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.2854330837726593,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
257,257,45.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.0,0.2860892415046692,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.2860892415046692,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,69.0,45.0,24.0
258,258,57.0,2.0,0.5,3,1.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.0,0.2860892415046692,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.2860892415046692,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,69.0,45.0,24.0
259,259,65.0,2.0,0.375,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.0,0.2860892415046692,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.2860892415046692,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,69.0,45.0,24.0
260,260,69.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.0,0.2860892415046692,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2860892415046692,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,69.0,45.0,24.0
261,261,60.0,2.375,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.375,0.28805774450302124,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.28805774450302124,0.5833333333333333,0.41666666666666674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
262,262,43.0,2.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.5,0.28871390223503113,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.28871390223503113,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,70.0,43.0,27.0
263,263,55.0,2.5,0.5,3,1.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.5,0.28871390223503113,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.28871390223503113,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,70.0,43.0,27.0
264,264,67.0,2.5,0.375,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.5,0.28871390223503113,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.28871390223503113,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,70.0,43.0,27.0
265,265,70.0,2.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.5,0.28871390223503113,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.28871390223503113,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,70.0,43.0,27.0
266,266,60.0,2.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.875,0.2906824052333832,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.2906824052333832,0.9166666666666666,0.08333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
267,267,41.0,0.0,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,0.29133859276771545,0.3228346456692913,0.10422220844441689,0.03364653973402435,0.29133859276771545,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,72.0,41.0,31.0
268,268,53.0,0.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,0.29133859276771545,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.29133859276771545,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,72.0,41.0,31.0
269,269,69.0,0.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,0.29133859276771545,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.29133859276771545,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,72.0,41.0,31.0
270,270,72.0,0.0,0.25,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,0.29133859276771545,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.29133859276771545,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,72.0,41.0,31.0
271,271,74.0,0.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.25,0.29265090823173523,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.29265090823173523,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
272,272,76.0,0.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.5,0.2939632534980774,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2939632534980774,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
273,273,77.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.75,0.29527559876441956,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.29527559876441956,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
274,274,48.0,1.0,2.0,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0.29658791422843933,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.29658791422843933,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,65.0,48.0,17.0
275,275,57.0,1.0,1.0,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0.29658791422843933,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.29658791422843933,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,65.0,48.0,17.0
276,276,60.0,1.0,1.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0.29658791422843933,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.29658791422843933,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,65.0,48.0,17.0
277,277,65.0,1.0,1.5,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0.29658791422843933,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.29658791422843933,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,65.0,48.0,17.0
278,278,58.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,0.3018372654914856,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.3018372654914856,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
279,279,64.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.5,0.3044619560241699,0.5039370078740157,0.25395250790501583,0.127976066975756,0.3044619560241699,1.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,64.0,5.0
280,280,69.0,2.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.5,0.3044619560241699,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.3044619560241699,1.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,64.0,5.0
281,281,67.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.75,0.3057742714881897,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.3057742714881897,1.75,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
282,282,53.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,0.30708661675453186,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.30708661675453186,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,53.0,12.0
283,283,57.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,0.30708661675453186,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.30708661675453186,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,53.0,12.0
284,284,65.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,0.30708661675453186,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.30708661675453186,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,53.0,12.0
285,285,41.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,0.3123359680175781,0.3228346456692913,0.10422220844441689,0.03364653973402435,0.3123359680175781,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0
286,286,60.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.5,0.31496062874794006,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.31496062874794006,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,60.0,8.0
287,287,68.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.5,0.31496062874794006,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.31496062874794006,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,60.0,8.0
288,288,60.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,0.317585289478302,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.317585289478302,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,60.0,8.0
289,289,68.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,0.317585289478302,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.317585289478302,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,60.0,8.0
290,290,60.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.5,0.32020998001098633,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.32020998001098633,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,60.0,8.0
291,291,68.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.5,0.32020998001098633,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.32020998001098633,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,60.0,8.0
292,292,41.0,0.0,0.25,3,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.32283464074134827,0.3228346456692913,0.10422220844441689,0.03364653973402435,0.32283464074134827,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,68.0,41.0,27.0
293,293,60.0,0.0,1.5,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.32283464074134827,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.32283464074134827,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,68.0,41.0,27.0
294,294,68.0,0.0,1.5,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.32283464074134827,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.32283464074134827,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,68.0,41.0,27.0
295,295,53.0,0.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.25,0.32414698600769043,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.32414698600769043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
296,296,53.0,0.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.5,0.3254593312740326,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.3254593312740326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
297,297,53.0,0.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.75,0.32677164673805237,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.32677164673805237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
298,298,53.0,1.0,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,0.32808399200439453,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.32808399200439453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
299,299,53.0,1.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.25,0.3293963372707367,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.3293963372707367,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
300,300,53.0,1.5,0.25,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.5,0.33070865273475647,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.33070865273475647,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,67.0,53.0,14.0
301,301,58.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.5,0.33070865273475647,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.33070865273475647,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,67.0,53.0,14.0
302,302,67.0,1.5,0.5,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.5,0.33070865273475647,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.33070865273475647,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,67.0,53.0,14.0
