,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.dolce,loudness_direction_basis.p,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
596,596,45.0,1.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,241.0,0.2534031271934509,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.2534031271934509,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,57.0,45.0,12.0
597,597,57.0,1.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,241.0,0.2534031271934509,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.2534031271934509,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,57.0,45.0,12.0
598,598,45.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,242.0,0.254450261592865,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.254450261592865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,57.0,45.0,12.0
599,599,57.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,242.0,0.254450261592865,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.254450261592865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,57.0,45.0,12.0
600,600,45.0,3.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,243.0,0.25549739599227905,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.25549739599227905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,57.0,45.0,12.0
601,601,57.0,3.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,243.0,0.25549739599227905,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.25549739599227905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,57.0,45.0,12.0
602,602,73.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,245.0,0.2575916349887848,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.2575916349887848,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
603,603,74.0,0.0,2.0,6,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,246.0,0.25863873958587646,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.25863873958587646,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
604,604,76.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,248.0,0.2607329785823822,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2607329785823822,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
605,605,78.0,3.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,249.0,0.26178011298179626,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.26178011298179626,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
606,606,76.0,4.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,250.0,0.26282721757888794,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.26282721757888794,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
607,607,74.0,4.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,250.5,0.26335078477859497,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.26335078477859497,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
608,608,73.0,5.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,251.0,0.263874351978302,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.263874351978302,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
609,609,71.0,5.5,0.5,6,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,251.5,0.26439791917800903,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.26439791917800903,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
610,610,52.0,0.0,5.0,6,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,252.0,0.2649214565753937,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.2649214565753937,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,69.0,52.0,17.0
611,611,59.0,0.0,5.0,6,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,252.0,0.2649214565753937,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.2649214565753937,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,69.0,52.0,17.0
612,612,62.0,0.0,5.0,6,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,252.0,0.2649214565753937,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.2649214565753937,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,69.0,52.0,17.0
613,613,69.0,0.0,3.0,6,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,252.0,0.2649214565753937,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2649214565753937,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,69.0,52.0,17.0
614,614,68.0,3.0,2.0,6,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,255.0,0.2680628299713135,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.2680628299713135,0.6000000000000001,0.3999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
615,615,50.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,257.0,0.2701570689678192,0.3937007874015748,0.15500031000062,0.06102374409473228,0.2701570689678192,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,66.0,50.0,16.0
616,616,56.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,257.0,0.2701570689678192,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.2701570689678192,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,66.0,50.0,16.0
617,617,66.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,257.0,0.2701570689678192,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.2701570689678192,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,66.0,50.0,16.0
618,618,49.0,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,258.0,0.2712042033672333,0.3858267716535433,0.14886229772459544,0.05743505975200927,0.2712042033672333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,66.0,49.0,17.0
619,619,57.0,0.0,2.0,6,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,258.0,0.2712042033672333,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.2712042033672333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,66.0,49.0,17.0
620,620,66.0,0.0,1.0,6,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,258.0,0.2712042033672333,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.2712042033672333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,66.0,49.0,17.0
621,621,64.0,1.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,259.0,0.27225130796432495,0.5039370078740157,0.25395250790501583,0.127976066975756,0.27225130796432495,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
622,622,64.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,260.0,0.273298442363739,0.5039370078740157,0.25395250790501583,0.127976066975756,0.273298442363739,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
623,623,64.0,3.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,261.0,0.2743455469608307,0.5039370078740157,0.25395250790501583,0.127976066975756,0.2743455469608307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
624,624,49.0,4.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,262.0,0.27539268136024475,0.3858267716535433,0.14886229772459544,0.05743505975200927,0.27539268136024475,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,69.0,49.0,20.0
625,625,69.0,4.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,262.0,0.27539268136024475,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.27539268136024475,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,69.0,49.0,20.0
626,626,45.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,263.0,0.2764397859573364,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.2764397859573364,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,73.0,45.0,28.0
627,627,69.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,263.0,0.2764397859573364,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2764397859573364,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,73.0,45.0,28.0
628,628,73.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,263.0,0.2764397859573364,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.2764397859573364,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,73.0,45.0,28.0
629,629,52.0,0.0,4.0,6,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,264.0,0.2774869203567505,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.2774869203567505,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,73.0,52.0,21.0
630,630,69.0,0.0,3.0,6,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,264.0,0.2774869203567505,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2774869203567505,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,73.0,52.0,21.0
631,631,73.0,0.0,2.0,6,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,264.0,0.2774869203567505,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.2774869203567505,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,73.0,52.0,21.0
632,632,74.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,266.0,0.2795811593532562,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2795811593532562,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
633,633,68.0,3.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,267.0,0.2806282639503479,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.2806282639503479,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,71.0,68.0,3.0
634,634,71.0,3.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,267.0,0.2806282639503479,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.2806282639503479,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,71.0,68.0,3.0
635,635,73.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,269.0,0.28272250294685364,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.28272250294685364,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
636,636,74.0,0.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,270.0,0.2837696373462677,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2837696373462677,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
637,637,74.0,1.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,271.0,0.2848167419433594,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2848167419433594,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
638,638,73.0,1.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,271.5,0.2853403091430664,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.2853403091430664,0.1,0.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
639,639,76.0,2.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,272.0,0.28586387634277344,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.28586387634277344,0.2,0.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
640,640,74.0,2.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,272.5,0.28638744354248047,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.28638744354248047,0.30000000000000004,0.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
641,641,78.0,3.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,273.0,0.2869109809398651,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.2869109809398651,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
642,642,76.0,3.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,273.5,0.28743454813957214,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.28743454813957214,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
643,643,74.0,4.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,274.0,0.2879581153392792,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2879581153392792,0.6000000000000001,0.3999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
644,644,73.0,4.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,274.5,0.2884816825389862,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.2884816825389862,0.7000000000000001,0.29999999999999993,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
645,645,74.0,5.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,275.0,0.28900524973869324,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.28900524973869324,0.8,0.19999999999999996,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
646,646,71.0,5.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,275.5,0.2895287871360779,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.2895287871360779,0.9,0.09999999999999998,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
647,647,52.0,0.0,5.0,6,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,276.0,0.2900523543357849,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.2900523543357849,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,69.0,52.0,17.0
648,648,59.0,0.0,5.0,6,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,276.0,0.2900523543357849,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.2900523543357849,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,69.0,52.0,17.0
649,649,62.0,0.0,5.0,6,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,276.0,0.2900523543357849,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.2900523543357849,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,69.0,52.0,17.0
650,650,69.0,0.0,0.5,6,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,276.0,0.2900523543357849,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2900523543357849,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,69.0,52.0,17.0
651,651,68.0,0.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,276.5,0.29057592153549194,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.29057592153549194,0.08333333333333333,0.9166666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
652,652,71.0,1.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,277.0,0.291099488735199,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.291099488735199,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
653,653,69.0,1.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,277.5,0.2916230261325836,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2916230261325836,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
654,654,73.0,2.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,278.0,0.29214659333229065,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.29214659333229065,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
655,655,71.0,2.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,278.5,0.2926701605319977,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.2926701605319977,0.41666666666666663,0.5833333333333334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
656,656,74.0,3.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,279.0,0.2931937277317047,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2931937277317047,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
