,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
275,275,73.0,1.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,58.33333206176758,0.13565890491008759,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.13565890491008759,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
276,276,76.0,1.6666679382324219,0.33333334,3,1.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,58.66666793823242,0.13643410801887512,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.13643410801887512,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
277,277,72.0,2.0,0.33333334,3,1.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,59.0,0.13720929622650146,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.13720929622650146,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
278,278,69.0,2.333332061767578,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,59.33333206176758,0.137984499335289,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.137984499335289,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
279,279,67.0,2.666667938232422,0.33333334,3,1.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,59.66666793823242,0.13875968754291534,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.13875968754291534,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
280,280,48.0,0.0,1.0,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.13953489065170288,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.13953489065170288,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,66.0,48.0,18.0
281,281,60.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.13953489065170288,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.13953489065170288,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,66.0,48.0,18.0
282,282,66.0,0.0,0.33333334,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.13953489065170288,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.13953489065170288,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,66.0,48.0,18.0
283,283,69.0,0.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,60.33333206176758,0.14031007885932922,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.14031007885932922,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
284,284,75.0,0.6666679382324219,0.33333334,3,1.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,60.66666793823242,0.14108526706695557,0.5905511811023622,0.348750697501395,0.20595513631972145,0.14108526706695557,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
285,285,47.0,1.0,1.0,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,61.0,0.1418604701757431,0.3700787401574803,0.13695827391654783,0.05068534546517912,0.1418604701757431,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,47.0,27.0
286,286,59.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,0.1418604701757431,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.1418604701757431,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,47.0,27.0
287,287,74.0,1.0,0.33333334,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,0.1418604701757431,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.1418604701757431,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,47.0,27.0
288,288,71.0,1.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,61.33333206176758,0.14263565838336945,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.14263565838336945,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
289,289,67.0,1.6666679382324219,0.33333334,3,1.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,61.66666793823242,0.14341086149215698,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.14341086149215698,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
290,290,65.0,2.0,0.33333334,3,1.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,62.0,0.14418604969978333,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.14418604969978333,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
291,291,70.0,2.333332061767578,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,62.33333206176758,0.14496123790740967,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.14496123790740967,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
292,292,74.0,2.666667938232422,0.33333334,3,1.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,62.66666793823242,0.1457364410161972,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.1457364410161972,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
293,293,46.0,0.0,1.0,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,63.0,0.14651162922382355,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.14651162922382355,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,73.0,46.0,27.0
294,294,58.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0,0.14651162922382355,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.14651162922382355,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,73.0,46.0,27.0
295,295,73.0,0.0,0.33333334,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0,0.14651162922382355,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.14651162922382355,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,73.0,46.0,27.0
296,296,67.0,0.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,63.33333206176758,0.1472868174314499,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.1472868174314499,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
297,297,64.0,0.6666679382324219,0.33333334,3,1.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,63.66666793823242,0.14806202054023743,0.5039370078740157,0.25395250790501583,0.127976066975756,0.14806202054023743,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
298,298,45.0,1.0,1.0,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,64.0,0.14883720874786377,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.14883720874786377,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,45.0,20.0
299,299,57.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,0.14883720874786377,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.14883720874786377,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,45.0,20.0
300,300,65.0,1.0,0.33333334,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,0.14883720874786377,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.14883720874786377,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,45.0,20.0
301,301,69.0,1.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,64.33333587646484,0.1496124118566513,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.1496124118566513,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
302,302,72.0,1.6666641235351562,0.33333334,3,1.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,64.66666412353516,0.15038758516311646,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.15038758516311646,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
303,303,77.0,2.0,0.33333334,3,1.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,65.0,0.151162788271904,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.151162788271904,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
304,304,72.0,2.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,65.33333587646484,0.15193799138069153,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.15193799138069153,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
305,305,69.0,2.6666641235351562,0.33333334,3,1.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,65.66666412353516,0.15271317958831787,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.15271317958831787,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
306,306,46.0,0.0,1.0,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,66.0,0.1534883677959442,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.1534883677959442,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,67.0,46.0,21.0
307,307,58.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,0.1534883677959442,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.1534883677959442,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,67.0,46.0,21.0
308,308,67.0,0.0,0.33333334,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,0.1534883677959442,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.1534883677959442,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,67.0,46.0,21.0
309,309,70.0,0.33333587646484375,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,66.33333587646484,0.15426357090473175,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.15426357090473175,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
310,310,69.0,0.6666641235351562,0.33333334,3,1.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,66.66666412353516,0.1550387591123581,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.1550387591123581,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
311,311,70.0,1.0,0.33333334,3,1.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,67.0,0.15581394731998444,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.15581394731998444,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
312,312,74.0,1.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,67.33333587646484,0.15658915042877197,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.15658915042877197,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
313,313,73.0,1.6666641235351562,0.33333334,3,1.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,67.66666412353516,0.15736433863639832,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.15736433863639832,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
314,314,74.0,2.0,0.33333334,3,1.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,68.0,0.15813954174518585,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.15813954174518585,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
315,315,79.0,2.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,68.33333587646484,0.1589147299528122,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.1589147299528122,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
316,316,78.0,2.6666641235351562,0.33333334,3,1.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,68.66666412353516,0.15968991816043854,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.15968991816043854,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
317,317,79.0,0.0,0.33333334,3,1.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,69.0,0.16046512126922607,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.16046512126922607,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
318,318,82.0,0.33333587646484375,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,69.33333587646484,0.16124030947685242,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.16124030947685242,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
319,319,81.0,0.6666641235351562,0.33333334,3,1.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,69.66666412353516,0.16201549768447876,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.16201549768447876,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
320,320,82.0,1.0,0.33333334,3,1.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,70.0,0.1627907007932663,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.1627907007932663,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
321,321,86.0,1.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,70.33333587646484,0.16356590390205383,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.16356590390205383,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
322,322,85.0,1.6666641235351562,0.33333334,3,1.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,70.66666412353516,0.16434107720851898,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.16434107720851898,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0
323,323,86.0,2.0,0.33333334,3,1.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,71.0,0.16511628031730652,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.16511628031730652,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
324,324,82.0,2.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,71.33333587646484,0.16589148342609406,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.16589148342609406,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
325,325,81.0,2.6666641235351562,0.33333334,3,1.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,71.66666412353516,0.1666666567325592,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.1666666567325592,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
326,326,82.0,0.0,0.33333334,3,1.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,72.0,0.16744185984134674,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.16744185984134674,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
327,327,79.0,0.33333587646484375,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,72.33333587646484,0.16821706295013428,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.16821706295013428,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
328,328,78.0,0.6666641235351562,0.33333334,3,1.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,72.66666412353516,0.16899223625659943,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.16899223625659943,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
329,329,79.0,1.0,0.33333334,3,1.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,73.0,0.16976743936538696,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.16976743936538696,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
330,330,74.0,1.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,73.33333587646484,0.1705426424741745,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.1705426424741745,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
331,331,73.0,1.6666641235351562,0.33333334,3,1.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,73.66666412353516,0.17131783068180084,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.17131783068180084,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
332,332,46.0,2.0,1.0,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,74.0,0.17209301888942719,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.17209301888942719,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,46.0,28.0
333,333,58.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,0.17209301888942719,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.17209301888942719,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,46.0,28.0
