,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.adagio,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
193,193,67.0,2.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,92.5,0.2591036558151245,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.2591036558151245,0.625,0.375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
194,194,61.0,3.0,0.5,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0,0.26050421595573425,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.26050421595573425,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,79.0,61.0,18.0
195,195,79.0,3.0,1.0,6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,93.0,0.26050421595573425,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.26050421595573425,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,79.0,61.0,18.0
196,196,63.0,3.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,93.5,0.261904776096344,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.261904776096344,0.875,0.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
197,197,70.0,4.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,94.0,0.26330533623695374,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.26330533623695374,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
198,198,63.0,4.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,94.5,0.2647058963775635,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.2647058963775635,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
199,199,61.0,5.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,95.0,0.2661064565181732,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.2661064565181732,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0
200,200,63.0,5.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,95.5,0.26750701665878296,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.26750701665878296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
201,201,60.0,0.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,96.0,0.2689075767993927,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.2689075767993927,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
202,202,63.0,0.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,96.5,0.27030813694000244,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.27030813694000244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
203,203,68.0,1.0,0.5,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,97.0,0.2717086970806122,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.2717086970806122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,80.0,68.0,12.0
204,204,80.0,1.0,1.0,6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,97.0,0.2717086970806122,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.2717086970806122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,80.0,68.0,12.0
205,205,63.0,1.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,97.5,0.2731092572212219,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.2731092572212219,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
206,206,60.0,2.0,0.5,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,0.27450981736183167,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.27450981736183167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,80.0,60.0,20.0
207,207,80.0,2.0,1.0,6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,98.0,0.27450981736183167,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.27450981736183167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,80.0,60.0,20.0
208,208,63.0,2.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,98.5,0.2759103775024414,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.2759103775024414,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
209,209,61.0,3.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,99.0,0.27731093764305115,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.27731093764305115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0
210,210,65.0,3.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,99.5,0.2787114977836609,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.2787114977836609,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
211,211,68.0,4.0,0.5,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.28011205792427063,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.28011205792427063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,77.0,68.0,9.0
212,212,77.0,4.0,1.0,6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.28011205792427063,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.28011205792427063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,77.0,68.0,9.0
213,213,65.0,4.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,100.5,0.28151261806488037,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.28151261806488037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
214,214,61.0,5.0,0.5,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,101.0,0.2829131782054901,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.2829131782054901,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,77.0,61.0,16.0
215,215,77.0,5.0,1.0,6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,101.0,0.2829131782054901,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2829131782054901,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,77.0,61.0,16.0
216,216,65.0,5.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,101.5,0.28431373834609985,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.28431373834609985,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
217,217,63.0,0.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,102.0,0.2857142984867096,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.2857142984867096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
218,218,68.0,0.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,102.5,0.28711485862731934,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.28711485862731934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
219,219,72.0,1.0,0.5,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0,0.2885154187679291,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.2885154187679291,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,75.0,72.0,3.0
220,220,75.0,1.0,1.0,6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,103.0,0.2885154187679291,0.5905511811023622,0.348750697501395,0.20595513631972145,0.2885154187679291,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,75.0,72.0,3.0
221,221,68.0,1.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,103.5,0.2899159789085388,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.2899159789085388,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
222,222,63.0,2.0,0.5,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,104.0,0.29131653904914856,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.29131653904914856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,75.0,63.0,12.0
223,223,75.0,2.0,1.0,6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,104.0,0.29131653904914856,0.5905511811023622,0.348750697501395,0.20595513631972145,0.29131653904914856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,75.0,63.0,12.0
224,224,68.0,2.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,104.5,0.2927170991897583,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.2927170991897583,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
225,225,63.0,3.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,105.0,0.29411765933036804,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.29411765933036804,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
226,226,70.0,3.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,105.5,0.2955182194709778,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.2955182194709778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
227,227,73.0,4.0,0.5,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0,0.2969187796115875,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.2969187796115875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,79.0,73.0,6.0
228,228,79.0,4.0,1.0,6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,106.0,0.2969187796115875,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.2969187796115875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,79.0,73.0,6.0
229,229,70.0,4.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,106.5,0.29831933975219727,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.29831933975219727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
230,230,73.0,5.0,0.5,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,107.0,0.299719899892807,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.299719899892807,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,79.0,73.0,6.0
231,231,79.0,5.0,1.0,6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,107.0,0.299719899892807,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.299719899892807,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,79.0,73.0,6.0
232,232,70.0,5.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,107.5,0.30112046003341675,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.30112046003341675,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
233,233,65.0,0.0,0.5,6,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0,0.3025210201740265,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.3025210201740265,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,80.0,65.0,15.0
234,234,80.0,0.0,2.0,6,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,108.0,0.3025210201740265,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.3025210201740265,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,80.0,65.0,15.0
235,235,68.0,0.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,108.5,0.30392158031463623,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.30392158031463623,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
236,236,72.0,1.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,109.0,0.30532214045524597,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.30532214045524597,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
237,237,68.0,1.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,109.5,0.3067227005958557,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.3067227005958557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
238,238,65.0,2.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,110.0,0.30812326073646545,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.30812326073646545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,84.0,65.0,19.0
239,239,84.0,2.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,110.0,0.30812326073646545,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.30812326073646545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,84.0,65.0,19.0
240,240,68.0,2.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,110.5,0.3095238208770752,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.3095238208770752,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,80.0,68.0,12.0
241,241,80.0,2.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,110.5,0.3095238208770752,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.3095238208770752,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,80.0,68.0,12.0
242,242,61.0,3.0,0.5,6,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,111.0,0.31092438101768494,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.31092438101768494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,79.0,61.0,18.0
243,243,77.0,3.0,1.5,6,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,111.0,0.31092438101768494,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.31092438101768494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,79.0,61.0,18.0
244,244,79.0,3.0,0.0,6,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,111.0,0.31092438101768494,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.31092438101768494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,79.0,61.0,18.0
245,245,65.0,3.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,111.5,0.3123249411582947,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.3123249411582947,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
246,246,68.0,4.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,112.0,0.3137255012989044,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.3137255012989044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
247,247,65.0,4.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,112.5,0.31512606143951416,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.31512606143951416,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,80.0,65.0,15.0
248,248,80.0,4.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,112.5,0.31512606143951416,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.31512606143951416,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,80.0,65.0,15.0
249,249,61.0,5.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,113.0,0.3165266215801239,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.3165266215801239,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,79.0,61.0,18.0
250,250,79.0,5.0,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,113.0,0.3165266215801239,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.3165266215801239,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,79.0,61.0,18.0
251,251,65.0,5.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,113.5,0.31792718172073364,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.31792718172073364,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,77.0,65.0,12.0
252,252,77.0,5.5,0.5,6,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,113.5,0.31792718172073364,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.31792718172073364,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,77.0,65.0,12.0
253,253,51.0,0.0,0.5,6,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,114.0,0.3193277418613434,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.3193277418613434,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,77.0,51.0,26.0
254,254,75.0,0.0,1.5,6,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,114.0,0.3193277418613434,0.5905511811023622,0.348750697501395,0.20595513631972145,0.3193277418613434,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,77.0,51.0,26.0
255,255,77.0,0.0,0.0,6,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,114.0,0.3193277418613434,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.3193277418613434,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,77.0,51.0,26.0
