,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.fp,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.loudness_incr,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
739,739,73.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,192.0,0.2928679883480072,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.2928679883480072,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
740,740,74.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,192.5,0.29362669587135315,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.29362669587135315,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
741,741,47.0,1.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,193.0,0.2943854331970215,0.3700787401574803,0.13695827391654783,0.05068534546517912,0.2943854331970215,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,76.0,47.0,29.0
742,742,55.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,193.0,0.2943854331970215,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.2943854331970215,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,76.0,47.0,29.0
743,743,76.0,1.0,0.5,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,193.0,0.2943854331970215,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2943854331970215,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,76.0,47.0,29.0
744,744,77.0,1.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,193.5,0.2951441705226898,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2951441705226898,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
745,745,48.0,2.0,2.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,0.29590287804603577,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.29590287804603577,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,48.0,17.0
746,746,57.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,0.29590287804603577,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.29590287804603577,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,48.0,17.0
747,747,65.0,2.0,1.0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,0.29590287804603577,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.29590287804603577,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,48.0,17.0
748,748,58.0,3.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,195.0,0.29742032289505005,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.29742032289505005,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,69.0,58.0,11.0
749,749,64.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,195.0,0.29742032289505005,0.5039370078740157,0.25395250790501583,0.127976066975756,0.29742032289505005,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,69.0,58.0,11.0
750,750,69.0,3.0,0.5,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,195.0,0.29742032289505005,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.29742032289505005,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,69.0,58.0,11.0
751,751,67.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,195.5,0.2981790602207184,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.2981790602207184,1.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
752,752,53.0,0.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,196.0,0.2989377975463867,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.2989377975463867,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,53.0,12.0
753,753,57.0,0.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,196.0,0.2989377975463867,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.2989377975463867,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,53.0,12.0
754,754,65.0,0.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,196.0,0.2989377975463867,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.2989377975463867,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,53.0,12.0
755,755,65.0,0.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,196.5,0.29969650506973267,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.29969650506973267,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
756,756,69.0,0.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,196.75,0.30007585883140564,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.30007585883140564,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
757,757,64.0,1.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,197.0,0.300455242395401,0.5039370078740157,0.25395250790501583,0.127976066975756,0.300455242395401,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
758,758,67.0,1.0,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,197.0,0.300455242395401,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.300455242395401,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
759,759,70.0,1.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,197.25,0.300834596157074,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.300834596157074,0.75,1.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
760,760,63.0,1.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,197.5,0.30121394991874695,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.30121394991874695,1.1666666666666665,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,63.0,6.0
761,761,69.0,1.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,197.5,0.30121394991874695,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.30121394991874695,1.1666666666666665,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,63.0,6.0
762,762,72.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,197.75,0.3015933334827423,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.3015933334827423,1.5833333333333333,0.41666666666666674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
763,763,53.0,2.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,198.0,0.3019726872444153,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.3019726872444153,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,70.0,53.0,17.0
764,764,62.0,2.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,198.0,0.3019726872444153,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.3019726872444153,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,70.0,53.0,17.0
765,765,70.0,2.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,198.0,0.3019726872444153,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.3019726872444153,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,70.0,53.0,17.0
766,766,65.0,2.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,198.5,0.3027314245700836,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.3027314245700836,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
767,767,69.0,2.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,198.75,0.3031107783317566,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.3031107783317566,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
768,768,64.0,3.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.0,0.30349013209342957,0.5039370078740157,0.25395250790501583,0.127976066975756,0.30349013209342957,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
769,769,67.0,3.0,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.0,0.30349013209342957,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.30349013209342957,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
770,770,70.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.25,0.30386948585510254,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.30386948585510254,0.75,1.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
771,771,63.0,3.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.5,0.3042488694190979,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.3042488694190979,1.1666666666666665,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,63.0,6.0
772,772,69.0,3.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.5,0.3042488694190979,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.3042488694190979,1.1666666666666665,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,63.0,6.0
773,773,72.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.75,0.3046282231807709,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.3046282231807709,1.5833333333333333,0.41666666666666674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
774,774,53.0,0.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,0.30500757694244385,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.30500757694244385,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,70.0,53.0,17.0
775,775,62.0,0.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,0.30500757694244385,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.30500757694244385,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,70.0,53.0,17.0
776,776,70.0,0.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,0.30500757694244385,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.30500757694244385,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,70.0,53.0,17.0
777,777,65.0,0.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.5,0.3057663142681122,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.3057663142681122,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
778,778,69.0,0.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.75,0.30614566802978516,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.30614566802978516,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
779,779,64.0,1.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,201.0,0.3065250515937805,0.5039370078740157,0.25395250790501583,0.127976066975756,0.3065250515937805,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
780,780,67.0,1.0,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,201.0,0.3065250515937805,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.3065250515937805,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
781,781,70.0,1.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,201.25,0.3069044053554535,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.3069044053554535,0.75,1.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
782,782,63.0,1.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,201.5,0.30728375911712646,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.30728375911712646,1.1666666666666665,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,63.0,6.0
783,783,69.0,1.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,201.5,0.30728375911712646,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.30728375911712646,1.1666666666666665,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,63.0,6.0
784,784,72.0,1.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,201.75,0.30766311287879944,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.30766311287879944,1.5833333333333333,0.41666666666666674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
785,785,62.0,2.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202.0,0.3080424964427948,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.3080424964427948,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,62.0,8.0
786,786,70.0,2.0,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202.0,0.3080424964427948,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.3080424964427948,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,62.0,8.0
787,787,74.0,2.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202.25,0.3084218502044678,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.3084218502044678,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
788,788,57.0,2.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202.5,0.30880120396614075,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.30880120396614075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,57.0,15.0
789,789,72.0,2.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202.5,0.30880120396614075,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.30880120396614075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,57.0,15.0
790,790,75.0,2.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202.75,0.3091805875301361,0.5905511811023622,0.348750697501395,0.20595513631972145,0.3091805875301361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
791,791,58.0,3.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,203.0,0.3095599412918091,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.3095599412918091,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,58.0,16.0
792,792,74.0,3.0,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,203.0,0.3095599412918091,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.3095599412918091,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,58.0,16.0
793,793,77.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,203.25,0.30993929505348206,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.30993929505348206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
794,794,55.0,3.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,203.5,0.3103186786174774,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.3103186786174774,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,55.0,21.0
795,795,76.0,3.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,203.5,0.3103186786174774,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.3103186786174774,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,55.0,21.0
796,796,79.0,3.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,203.75,0.3106980323791504,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.3106980323791504,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
797,797,57.0,0.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.0,0.31107738614082336,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.31107738614082336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,57.0,20.0
798,798,77.0,0.0,0.25,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.0,0.31107738614082336,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.31107738614082336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,57.0,20.0
799,799,79.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.25,0.31145673990249634,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.31145673990249634,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
