,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.fp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.presto,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
162,162,72.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,0.13556337356567383,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.13556337356567383,0.2,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
163,163,76.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.5,0.13644365966320038,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.13644365966320038,0.4,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
164,164,79.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,0.13732394576072693,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.13732394576072693,0.6000000000000001,0.3999999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
165,165,64.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.5,0.13820423185825348,0.5039370078740157,0.25395250790501583,0.127976066975756,0.13820423185825348,0.8,1.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
166,166,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.0,0.13908450305461884,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.13908450305461884,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
167,167,65.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.5,0.13996478915214539,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.13996478915214539,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
168,168,71.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,0.14084507524967194,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.14084507524967194,1.2,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
169,169,74.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.5,0.1417253464460373,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.1417253464460373,0.4,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
170,170,77.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.0,0.14260563254356384,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.14260563254356384,0.6000000000000001,0.3999999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
171,171,62.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.5,0.1434859186410904,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.1434859186410904,0.8,1.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
172,172,60.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,0.14436618983745575,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.14436618983745575,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
173,173,64.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.5,0.1452464759349823,0.5039370078740157,0.25395250790501583,0.127976066975756,0.1452464759349823,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
174,174,67.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,0.14612676203250885,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.14612676203250885,1.2,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
175,175,72.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.5,0.1470070481300354,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.1470070481300354,0.4,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
176,176,76.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,0.14788731932640076,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.14788731932640076,0.6000000000000001,0.3999999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
177,177,60.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.5,0.1487676054239273,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.1487676054239273,0.8,1.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
178,178,65.0,0.0,2.0,3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,0.14964789152145386,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.14964789152145386,1.2,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
179,179,69.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.5,0.1505281627178192,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.1505281627178192,0.4,1.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
180,180,74.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,0.15140844881534576,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.15140844881534576,0.676923076923077,1.323076923076923,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
181,181,73.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.5,0.15228873491287231,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.15228873491287231,0.9538461538461539,1.046153846153846,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
182,182,76.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,0.15316902101039886,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.15316902101039886,1.2307692307692308,0.7692307692307692,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
183,183,74.0,2.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.5,0.15404929220676422,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.15404929220676422,0.3076923076923077,0.6923076923076923,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
184,184,77.0,0.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,0.15492957830429077,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.15492957830429077,0.38461538461538464,0.6153846153846154,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
185,185,76.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87.5,0.15580986440181732,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.15580986440181732,0.46153846153846156,0.5384615384615384,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
186,186,79.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0,0.15669013559818268,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.15669013559818268,0.5384615384615385,0.46153846153846145,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
187,187,77.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.5,0.15757042169570923,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.15757042169570923,0.6153846153846154,0.3846153846153846,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
188,188,81.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,0.15845070779323578,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.15845070779323578,0.6923076923076923,0.3076923076923077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
189,189,80.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.5,0.15933097898960114,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.15933097898960114,0.7692307692307693,0.23076923076923073,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
190,190,81.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0,0.16021126508712769,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.16021126508712769,0.8461538461538463,0.15384615384615374,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
191,191,54.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,92.0,0.1637323945760727,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.1637323945760727,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,72.0,54.0,18.0
192,192,64.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,92.0,0.1637323945760727,0.5039370078740157,0.25395250790501583,0.127976066975756,0.1637323945760727,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,72.0,54.0,18.0
193,193,72.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,92.0,0.1637323945760727,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.1637323945760727,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,72.0,54.0,18.0
194,194,55.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,93.0,0.1654929518699646,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.1654929518699646,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,71.0,55.0,16.0
195,195,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,93.0,0.1654929518699646,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.1654929518699646,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,71.0,55.0,16.0
196,196,71.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,93.0,0.1654929518699646,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.1654929518699646,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,71.0,55.0,16.0
197,197,42.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,0.1690140813589096,0.33070866141732286,0.10936821873643747,0.0361690172199242,0.1690140813589096,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0
198,198,43.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96.0,0.1707746535539627,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.1707746535539627,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0
199,199,66.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,0.17429576814174652,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.17429576814174652,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,84.0,66.0,18.0
200,200,76.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,0.17429576814174652,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.17429576814174652,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,84.0,66.0,18.0
201,201,84.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,0.17429576814174652,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.17429576814174652,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,84.0,66.0,18.0
202,202,67.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,0.17605634033679962,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.17605634033679962,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,83.0,67.0,16.0
203,203,74.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,0.17605634033679962,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.17605634033679962,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,83.0,67.0,16.0
204,204,83.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,0.17605634033679962,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.17605634033679962,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,83.0,67.0,16.0
205,205,78.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,0.17957746982574463,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.17957746982574463,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
206,206,79.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.0,0.18133802711963654,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.18133802711963654,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
207,207,54.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0,0.18485915660858154,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.18485915660858154,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,72.0,54.0,18.0
208,208,64.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0,0.18485915660858154,0.5039370078740157,0.25395250790501583,0.127976066975756,0.18485915660858154,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,72.0,54.0,18.0
209,209,72.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0,0.18485915660858154,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.18485915660858154,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,72.0,54.0,18.0
210,210,55.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.0,0.18661971390247345,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.18661971390247345,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,71.0,55.0,16.0
211,211,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.0,0.18661971390247345,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.18661971390247345,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,71.0,55.0,16.0
212,212,71.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.0,0.18661971390247345,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.18661971390247345,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,71.0,55.0,16.0
213,213,42.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107.0,0.19014084339141846,0.33070866141732286,0.10936821873643747,0.0361690172199242,0.19014084339141846,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0
214,214,43.0,0.0,1.0,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,0.19190141558647156,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.19190141558647156,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0
215,215,77.0,0.0,1.5,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,0.19718310236930847,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.19718310236930847,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
216,216,77.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112.5,0.19982394576072693,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.19982394576072693,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
217,217,77.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,113.0,0.20070423185825348,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.20070423185825348,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
218,218,77.0,0.0,0.0,3,1.0,1.5,0.0,1.0,2.0,1.0,0.0,1.0,0.0,114.0,0.20246478915214539,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.20246478915214539,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,81.0,77.0,4.0
219,219,79.0,0.0,0.0,3,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,114.0,0.20246478915214539,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.20246478915214539,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,81.0,77.0,4.0
220,220,81.0,0.0,1.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,114.0,0.20246478915214539,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.20246478915214539,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,81.0,77.0,4.0
221,221,79.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115.5,0.20510563254356384,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.20510563254356384,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
222,222,77.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,116.0,0.2059859186410904,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2059859186410904,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
