,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
220,220,86.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,60.5,0.16620878875255585,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.16620878875255585,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
221,221,84.0,1.0,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,61.0,0.1675824224948883,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.1675824224948883,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
222,222,82.0,1.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,61.25,0.16826923191547394,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.16826923191547394,0.41666666666666663,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
223,223,81.0,1.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,61.5,0.16895604133605957,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.16895604133605957,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
224,224,79.0,1.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,61.75,0.1696428507566452,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.1696428507566452,0.5833333333333333,0.41666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
225,225,78.0,2.0,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,62.0,0.17032967507839203,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.17032967507839203,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
226,226,79.0,2.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,62.25,0.17101648449897766,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.17101648449897766,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
227,227,81.0,2.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,62.5,0.1717032939195633,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.1717032939195633,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
228,228,82.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,62.75,0.17239010334014893,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.17239010334014893,0.9166666666666666,0.08333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
229,229,60.0,0.0,2.0,3,0.0,0.75,0.0,0.0,0.0,0.0,1.0,63.0,0.17307692766189575,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.17307692766189575,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,60.0,17.0
230,230,69.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,63.0,0.17307692766189575,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.17307692766189575,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,60.0,17.0
231,231,77.0,0.0,0.75,3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,63.0,0.17307692766189575,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.17307692766189575,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,60.0,17.0
232,232,79.0,0.75,0.125,3,1.0,0.125,0.0,0.0,0.0,0.0,1.0,63.75,0.17513735592365265,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.17513735592365265,1.125,0.875,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
233,233,77.0,0.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,1.0,63.875,0.17548076808452606,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.17548076808452606,1.3125,0.6875,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
234,234,67.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,64.0,0.17582418024539948,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.17582418024539948,1.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,67.0,9.0
235,235,76.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,64.0,0.17582418024539948,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.17582418024539948,1.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,67.0,9.0
236,236,53.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,66.0,0.18131868541240692,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.18131868541240692,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
237,237,52.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,67.0,0.18406593799591064,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.18406593799591064,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0
238,238,53.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,68.0,0.18681319057941437,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.18681319057941437,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
239,239,48.0,0.0,3.0,3,0.0,3.0,0.0,0.0,0.0,0.0,1.0,69.0,0.1895604431629181,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.1895604431629181,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0
240,240,83.0,0.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,69.25,0.19024725258350372,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.19024725258350372,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
241,241,84.0,0.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,69.5,0.19093406200408936,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.19093406200408936,0.07692307692307693,0.9230769230769231,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
242,242,80.0,0.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,69.75,0.19162088632583618,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.19162088632583618,0.15384615384615385,0.8461538461538461,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
243,243,81.0,1.0,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,70.0,0.19230769574642181,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.19230769574642181,0.23076923076923075,0.7692307692307693,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
244,244,76.0,1.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,70.25,0.19299450516700745,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.19299450516700745,0.3076923076923077,0.6923076923076923,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
245,245,77.0,1.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,70.5,0.19368131458759308,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.19368131458759308,0.3846153846153846,0.6153846153846154,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
246,246,71.0,1.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,70.75,0.1943681389093399,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.1943681389093399,0.4615384615384615,0.5384615384615385,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
247,247,72.0,2.0,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,71.0,0.19505494832992554,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.19505494832992554,0.5384615384615384,0.46153846153846156,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
248,248,68.0,2.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,71.25,0.19574175775051117,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.19574175775051117,0.6153846153846154,0.3846153846153846,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
249,249,69.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,71.5,0.1964285671710968,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.1964285671710968,0.6923076923076923,0.3076923076923077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
250,250,65.0,2.75,0.75,3,0.0,0.75,0.0,0.0,0.0,0.0,1.0,71.75,0.19711539149284363,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.19711539149284363,0.7692307692307692,0.23076923076923084,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
251,251,55.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,72.0,0.19780220091342926,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.19780220091342926,0.8461538461538461,2.1538461538461537,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
252,252,64.0,0.5,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,72.5,0.19917581975460052,0.5039370078740157,0.25395250790501583,0.127976066975756,0.19917581975460052,1.3333333333333335,1.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
253,253,54.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,73.0,0.20054945349693298,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.20054945349693298,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0
254,254,63.0,1.5,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,73.5,0.20192307233810425,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.20192307233810425,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
255,255,55.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,74.0,0.2032967060804367,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.2032967060804367,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
256,256,64.0,2.5,0.75,3,0.0,0.75,0.0,0.0,0.0,0.0,1.0,74.5,0.20467032492160797,0.5039370078740157,0.25395250790501583,0.127976066975756,0.20467032492160797,1.6666666666666665,0.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
257,257,48.0,0.0,3.0,3,0.0,3.0,0.0,0.0,0.0,0.0,1.0,75.0,0.20604395866394043,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.20604395866394043,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0
258,258,85.0,0.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,75.25,0.20673076808452606,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.20673076808452606,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0
259,259,86.0,0.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,75.5,0.2074175775051117,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.2074175775051117,0.09090909090909091,0.9090909090909091,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
260,260,81.0,0.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,75.75,0.20810440182685852,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.20810440182685852,0.18181818181818182,0.8181818181818181,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
261,261,82.0,1.0,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,76.0,0.20879121124744415,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.20879121124744415,0.2727272727272727,0.7272727272727273,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
262,262,78.0,1.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,76.25,0.20947802066802979,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.20947802066802979,0.36363636363636365,0.6363636363636364,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
263,263,79.0,1.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,76.5,0.21016483008861542,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.21016483008861542,0.4545454545454546,0.5454545454545454,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
264,264,75.0,1.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,76.75,0.21085165441036224,0.5905511811023622,0.348750697501395,0.20595513631972145,0.21085165441036224,0.5454545454545454,0.4545454545454546,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
265,265,76.0,2.0,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,77.0,0.21153846383094788,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.21153846383094788,0.6363636363636364,0.36363636363636365,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
266,266,69.0,2.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,77.25,0.2122252732515335,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2122252732515335,0.7272727272727273,0.2727272727272727,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
267,267,70.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,77.5,0.21291208267211914,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.21291208267211914,0.8181818181818182,0.18181818181818177,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
268,268,67.0,2.75,0.75,3,0.0,0.75,0.0,0.0,0.0,0.0,1.0,77.75,0.21359890699386597,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.21359890699386597,0.9090909090909092,0.09090909090909083,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
269,269,57.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,78.0,0.2142857164144516,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.2142857164144516,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
270,270,66.0,0.5,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,78.5,0.21565933525562286,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.21565933525562286,0.3333333333333333,1.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0
271,271,56.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,79.0,0.21703296899795532,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.21703296899795532,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
272,272,65.0,1.5,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,79.5,0.2184065878391266,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.2184065878391266,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
273,273,57.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,80.0,0.21978022158145905,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.21978022158145905,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
274,274,66.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,80.5,0.2211538404226303,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.2211538404226303,1.6666666666666665,0.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0
275,275,48.0,0.0,3.0,3,0.0,3.0,0.0,0.0,0.0,0.0,1.0,81.0,0.22252747416496277,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.22252747416496277,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,57.0,48.0,9.0
276,276,51.0,0.0,3.0,3,0.0,3.0,0.0,0.0,0.0,0.0,1.0,81.0,0.22252747416496277,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.22252747416496277,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,57.0,48.0,9.0
277,277,54.0,0.0,3.0,3,0.0,3.0,0.0,0.0,0.0,0.0,1.0,81.0,0.22252747416496277,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.22252747416496277,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,57.0,48.0,9.0
278,278,57.0,0.0,3.0,3,0.0,3.0,0.0,0.0,0.0,0.0,1.0,81.0,0.22252747416496277,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.22252747416496277,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,57.0,48.0,9.0
279,279,84.0,0.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,81.25,0.2232142835855484,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.2232142835855484,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
280,280,87.0,0.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,81.5,0.22390109300613403,0.6850393700787402,0.4692789385578771,0.32147454846090795,0.22390109300613403,0.09090909090909091,0.9090909090909091,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,0.0
281,281,81.0,0.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,81.75,0.22458791732788086,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.22458791732788086,0.18181818181818182,0.8181818181818181,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
