,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.loudness_incr,loudness_direction_basis.f,loudness_direction_basis.sf,loudness_direction_basis.sfp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
211,211,76.0,0.0,0.0,3,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,72.0,0.10510949045419693,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.10510949045419693,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,82.0,40.0,42.0
212,212,79.0,0.0,0.0,3,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,72.0,0.10510949045419693,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.10510949045419693,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,82.0,40.0,42.0
213,213,82.0,0.0,1.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,0.10510949045419693,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.10510949045419693,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,82.0,40.0,42.0
214,214,52.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.0,0.10656934231519699,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.10656934231519699,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,61.0,52.0,9.0
215,215,55.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.0,0.10656934231519699,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.10656934231519699,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,61.0,52.0,9.0
216,216,58.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.0,0.10656934231519699,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.10656934231519699,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,61.0,52.0,9.0
217,217,61.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.0,0.10656934231519699,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.10656934231519699,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,61.0,52.0,9.0
218,218,81.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.5,0.10729926824569702,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.10729926824569702,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
219,219,79.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.75,0.10766423493623734,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.10766423493623734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
220,220,77.0,2.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.0,0.10802919417619705,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.10802919417619705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
221,221,76.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.25,0.10839416086673737,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.10839416086673737,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
222,222,74.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.5,0.10875912755727768,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.10875912755727768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
223,223,73.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.75,0.1091240867972374,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.1091240867972374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
224,224,40.0,0.0,1.0,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,0.10948905348777771,0.31496062992125984,0.0992001984003968,0.03124415697650293,0.10948905348777771,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,82.0,40.0,42.0
225,225,52.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,0.10948905348777771,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.10948905348777771,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,82.0,40.0,42.0
226,226,82.0,0.0,1.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,0.10948905348777771,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.10948905348777771,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,82.0,40.0,42.0
227,227,52.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,0.11094890534877777,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.11094890534877777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,61.0,52.0,9.0
228,228,55.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,0.11094890534877777,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.11094890534877777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,61.0,52.0,9.0
229,229,58.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,0.11094890534877777,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.11094890534877777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,61.0,52.0,9.0
230,230,61.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,0.11094890534877777,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.11094890534877777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,61.0,52.0,9.0
231,231,81.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.5,0.1116788312792778,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.1116788312792778,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
232,232,79.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.75,0.11204379796981812,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.11204379796981812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
233,233,77.0,2.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,0.11240875720977783,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.11240875720977783,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
234,234,76.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.25,0.11277372390031815,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.11277372390031815,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
235,235,74.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.5,0.11313868314027786,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.11313868314027786,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
236,236,73.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.75,0.11350364983081818,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.11350364983081818,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
237,237,53.0,0.0,0.5,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.0,0.11386861652135849,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.11386861652135849,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,53.0,21.0
238,238,74.0,0.0,1.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.0,0.11386861652135849,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.11386861652135849,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,53.0,21.0
239,239,57.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.5,0.11459854245185852,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.11459854245185852,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
240,240,62.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,0.11532846838235855,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.11532846838235855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
241,241,57.0,1.5,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.5,0.11605839431285858,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.11605839431285858,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,57.0,8.0
242,242,65.0,1.5,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.5,0.11605839431285858,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.11605839431285858,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,57.0,8.0
243,243,69.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.75,0.1164233610033989,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.1164233610033989,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
244,244,62.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.0,0.11678832024335861,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.11678832024335861,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,62.0,12.0
245,245,74.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.0,0.11678832024335861,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.11678832024335861,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,62.0,12.0
246,246,57.0,2.5,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.5,0.11751824617385864,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.11751824617385864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,57.0,12.0
247,247,69.0,2.5,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.5,0.11751824617385864,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.11751824617385864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,57.0,12.0
248,248,74.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.75,0.11788321286439896,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.11788321286439896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
249,249,53.0,0.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,0.11824817210435867,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.11824817210435867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,53.0,24.0
250,250,77.0,0.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,0.11824817210435867,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.11824817210435867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,53.0,24.0
251,251,57.0,0.5,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.5,0.1189781054854393,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.1189781054854393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,57.0,17.0
252,252,74.0,0.5,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.5,0.1189781054854393,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.1189781054854393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,57.0,17.0
253,253,77.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.75,0.11934306472539902,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.11934306472539902,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
254,254,62.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,0.11970803141593933,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.11970803141593933,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,62.0,19.0
255,255,81.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,0.11970803141593933,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.11970803141593933,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,62.0,19.0
256,256,57.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.5,0.12043795734643936,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.12043795734643936,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,57.0,24.0
257,257,81.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.5,0.12043795734643936,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.12043795734643936,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,57.0,24.0
258,258,62.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,0.12116788327693939,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.12116788327693939,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,62.0,15.0
259,259,77.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,0.12116788327693939,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.12116788327693939,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,62.0,15.0
260,260,57.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.5,0.12189780920743942,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.12189780920743942,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,57.0,17.0
261,261,74.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.5,0.12189780920743942,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.12189780920743942,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,57.0,17.0
262,262,38.0,0.0,1.0,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,0.12262773513793945,0.2992125984251969,0.08952817905635811,0.0267879590877292,0.12262773513793945,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,80.0,38.0,42.0
263,263,50.0,0.0,1.0,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,0.12262773513793945,0.3937007874015748,0.15500031000062,0.06102374409473228,0.12262773513793945,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,80.0,38.0,42.0
264,264,71.0,0.0,1.5,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,0.12262773513793945,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.12262773513793945,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,80.0,38.0,42.0
265,265,74.0,0.0,1.5,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,0.12262773513793945,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.12262773513793945,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,80.0,38.0,42.0
266,266,77.0,0.0,1.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,0.12262773513793945,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.12262773513793945,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,80.0,38.0,42.0
267,267,80.0,0.0,1.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,0.12262773513793945,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.12262773513793945,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,80.0,38.0,42.0
268,268,50.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,0.12408759444952011,0.3937007874015748,0.15500031000062,0.06102374409473228,0.12408759444952011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,59.0,50.0,9.0
269,269,53.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,0.12408759444952011,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.12408759444952011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,59.0,50.0,9.0
270,270,56.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,0.12408759444952011,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.12408759444952011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,59.0,50.0,9.0
