,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.sf,loudness_direction_basis.f,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
556,556,79.0,1.3333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.33333587646484,0.20929419994354248,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.20929419994354248,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,52.0,27.0
557,557,50.0,1.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.5,0.20964360237121582,0.3937007874015748,0.15500031000062,0.06102374409473228,0.20964360237121582,1.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,50.0,27.0
558,558,77.0,1.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.5,0.20964360237121582,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.20964360237121582,1.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,50.0,27.0
559,559,52.0,1.6666641235351562,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.66666412353516,0.20999300479888916,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.20999300479888916,1.5,0.5000000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,52.0,27.0
560,560,79.0,1.6666641235351562,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.66666412353516,0.20999300479888916,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.20999300479888916,1.5,0.5000000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,52.0,27.0
561,561,50.0,1.8333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.83333587646484,0.2103424221277237,0.3937007874015748,0.15500031000062,0.06102374409473228,0.2103424221277237,1.75,0.2500000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,50.0,27.0
562,562,77.0,1.8333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.83333587646484,0.2103424221277237,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2103424221277237,1.75,0.2500000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,50.0,27.0
563,563,48.0,0.0,0.5,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.21069182455539703,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.21069182455539703,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,48.0,28.0
564,564,76.0,0.0,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.21069182455539703,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.21069182455539703,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,48.0,28.0
565,565,77.0,0.16666412353515625,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.16666412353516,0.21104122698307037,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.21104122698307037,0.08333333333333333,0.9166666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
566,566,76.0,0.33333587646484375,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.33333587646484,0.2113906443119049,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2113906443119049,0.16666666666666666,0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
567,567,50.0,0.5,0.25,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.5,0.21174004673957825,0.3937007874015748,0.15500031000062,0.06102374409473228,0.21174004673957825,0.25,1.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,50.0,24.0
568,568,74.0,0.5,0.16666667,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.5,0.21174004673957825,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.21174004673957825,0.25,1.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,50.0,24.0
569,569,72.0,0.6666641235351562,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.66666412353516,0.2120894491672516,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.2120894491672516,0.6666666666666666,1.3333333333333335,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
570,570,48.0,0.75,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.75,0.21226415038108826,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.21226415038108826,0.875,1.125,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0
571,571,71.0,0.8333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.83333587646484,0.21243886649608612,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.21243886649608612,1.0833333333333333,0.9166666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
572,572,50.0,0.875,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.875,0.21252620220184326,0.3937007874015748,0.15500031000062,0.06102374409473228,0.21252620220184326,1.1875,0.8125,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
573,573,52.0,1.0,0.5,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,0.21278825402259827,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.21278825402259827,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,52.0,20.0
574,574,72.0,1.0,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,0.21278825402259827,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.21278825402259827,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,52.0,20.0
575,575,74.0,1.1666641235351562,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.16666412353516,0.2131376564502716,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2131376564502716,0.5833333333333333,0.41666666666666674,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
576,576,72.0,1.3333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.33333587646484,0.21348707377910614,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.21348707377910614,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
577,577,40.0,1.5,0.5,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.5,0.21383647620677948,0.31496062992125984,0.0992001984003968,0.03124415697650293,0.21383647620677948,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,40.0,30.0
578,578,70.0,1.5,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.5,0.21383647620677948,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.21383647620677948,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,40.0,30.0
579,579,69.0,1.6666641235351562,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.66666412353516,0.21418587863445282,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.21418587863445282,0.8333333333333333,0.16666666666666674,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
580,580,68.0,1.8333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.83333587646484,0.21453529596328735,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.21453529596328735,0.9166666666666666,0.08333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
581,581,41.0,0.0,0.5,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.0,0.2148846983909607,0.3228346456692913,0.10422220844441689,0.03364653973402435,0.2148846983909607,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,41.0,28.0
582,582,69.0,0.0,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.0,0.2148846983909607,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2148846983909607,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,41.0,28.0
583,583,74.0,0.16666412353515625,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.16666412353516,0.21523410081863403,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.21523410081863403,0.08333333333333333,0.9166666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
584,584,73.0,0.33333587646484375,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.33333587646484,0.21558351814746857,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.21558351814746857,0.16666666666666666,0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
585,585,74.0,0.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.5,0.2159329205751419,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2159329205751419,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
586,586,77.0,0.6666641235351562,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.66666412353516,0.21628230810165405,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.21628230810165405,0.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
587,587,76.0,0.8333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.83333587646484,0.2166317254304886,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2166317254304886,0.41666666666666663,0.5833333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
588,588,77.0,1.0,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.0,0.21698112785816193,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.21698112785816193,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
589,589,81.0,1.1666641235351562,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.16666412353516,0.21733053028583527,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.21733053028583527,0.5833333333333333,0.41666666666666674,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
590,590,80.0,1.3333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.33333587646484,0.2176799476146698,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.2176799476146698,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
591,591,53.0,1.5,0.5,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.5,0.21802935004234314,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.21802935004234314,0.75,1.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,53.0,28.0
592,592,81.0,1.5,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.5,0.21802935004234314,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.21802935004234314,0.75,1.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,53.0,28.0
593,593,77.0,1.6666641235351562,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.66666412353516,0.21837875247001648,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.21837875247001648,0.9999999999999999,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
594,594,74.0,1.8333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.83333587646484,0.218728169798851,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.218728169798851,1.25,0.7500000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
595,595,55.0,0.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104.0,0.21907757222652435,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.21907757222652435,1.5,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,55.0,17.0
596,596,72.0,0.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104.0,0.21907757222652435,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.21907757222652435,1.5,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,55.0,17.0
597,597,43.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104.5,0.22012577950954437,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.22012577950954437,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,43.0,28.0
598,598,71.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104.5,0.22012577950954437,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.22012577950954437,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,43.0,28.0
599,599,57.0,1.0,1.1666666,2,0.0,1.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105.0,0.22117400169372559,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.22117400169372559,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
600,600,60.0,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.5,0.2222222238779068,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.2222222238779068,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
601,601,72.0,0.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0,0.223270446062088,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.223270446062088,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
602,602,58.0,0.16666412353515625,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.16666412353516,0.22361983358860016,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.22361983358860016,0.08333333333333333,0.9166666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
603,603,57.0,0.33333587646484375,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.33333587646484,0.2239692509174347,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.2239692509174347,0.16666666666666666,0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
604,604,55.0,0.5,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.5,0.22431865334510803,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.22431865334510803,0.25,1.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,73.0,55.0,18.0
605,605,70.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.5,0.22431865334510803,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.22431865334510803,0.25,1.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,73.0,55.0,18.0
606,606,73.0,0.5,0.5,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.5,0.22431865334510803,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.22431865334510803,0.25,1.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,73.0,55.0,18.0
607,607,57.0,0.6666641235351562,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.66666412353516,0.22466805577278137,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.22466805577278137,0.4444444444444444,1.5555555555555556,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
608,608,55.0,0.8333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.83333587646484,0.2250174731016159,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.2250174731016159,0.6388888888888888,1.3611111111111112,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
609,609,53.0,1.0,0.16666667,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.0,0.22536687552928925,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.22536687552928925,0.8333333333333333,1.1666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,53.0,21.0
610,610,69.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.0,0.22536687552928925,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.22536687552928925,0.8333333333333333,1.1666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,53.0,21.0
611,611,74.0,1.0,0.5,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.0,0.22536687552928925,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.22536687552928925,0.8333333333333333,1.1666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,53.0,21.0
612,612,55.0,1.1666641235351562,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.16666412353516,0.22571627795696259,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.22571627795696259,1.0277777777777777,0.9722222222222223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
613,613,53.0,1.3333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.33333587646484,0.22606569528579712,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.22606569528579712,1.2222222222222223,0.7777777777777778,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
