,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.fp,loudness_direction_basis.f,loudness_direction_basis.loudness_incr,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,tempo_direction_basis.adagio,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
362,362,53.0,0.0,1.0,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,0.2923728823661804,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.2923728823661804,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,69.0,48.0,21.0
363,363,69.0,0.0,0.75,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,0.2923728823661804,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2923728823661804,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,69.0,48.0,21.0
364,364,70.0,0.75,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.75,0.2955508530139923,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.2955508530139923,1.375,1.625,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
365,365,69.0,0.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.875,0.29608049988746643,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.29608049988746643,1.6041666666666665,1.3958333333333335,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
366,366,48.0,1.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,0.29661017656326294,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.29661017656326294,1.833333333333333,1.1666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,67.0,48.0,19.0
367,367,52.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,0.29661017656326294,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.29661017656326294,1.833333333333333,1.1666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,67.0,48.0,19.0
368,368,67.0,1.0,1.0,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,0.29661017656326294,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.29661017656326294,1.833333333333333,1.1666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,67.0,48.0,19.0
369,369,46.0,1.5,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.5,0.2987288236618042,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.2987288236618042,2.75,1.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0
370,370,48.0,1.6666641235351562,0.16666667,3,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.66666412353516,0.299435019493103,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.299435019493103,0.9444444444444444,1.0555555555555556,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0
371,371,46.0,1.8333358764648438,0.16666667,3,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.83333587646484,0.30014124512672424,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.30014124512672424,1.1388888888888888,0.8611111111111112,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0
372,372,45.0,2.0,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.0,0.30084747076034546,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.30084747076034546,1.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0
373,373,46.0,2.1666641235351562,0.16666667,3,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.16666412353516,0.3015536665916443,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.3015536665916443,0.4444444444444444,0.5555555555555556,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0
374,374,45.0,2.3333358764648438,0.16666667,3,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.33333587646484,0.3022598922252655,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.3022598922252655,0.5555555555555556,0.4444444444444444,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0
375,375,43.0,2.5,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.5,0.30296608805656433,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.30296608805656433,0.6666666666666666,0.33333333333333337,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0
376,376,45.0,2.6666641235351562,0.16666667,3,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.66666412353516,0.30367231369018555,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.30367231369018555,0.7777777777777777,0.22222222222222232,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0
377,377,43.0,2.8333358764648438,0.16666667,3,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.83333587646484,0.30437853932380676,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.30437853932380676,0.8888888888888888,0.11111111111111116,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0
378,378,41.0,0.0,0.5,3,1.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,72.0,0.3050847351551056,0.3228346456692913,0.10422220844441689,0.03364653973402435,0.3050847351551056,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,41.0,28.0
379,379,69.0,0.0,0.125,3,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,72.0,0.3050847351551056,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.3050847351551056,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,41.0,28.0
380,380,67.0,0.125,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,72.125,0.3056144118309021,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.3056144118309021,0.125,0.875,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
381,381,69.0,0.25,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,72.25,0.3061440587043762,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.3061440587043762,0.25,0.75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
382,382,65.0,0.375,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,72.375,0.30667373538017273,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.30667373538017273,0.375,0.625,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
383,383,70.0,0.5,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,72.5,0.30720338225364685,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.30720338225364685,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
384,384,69.0,0.625,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,72.625,0.30773305892944336,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.30773305892944336,0.625,0.375,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
385,385,70.0,0.75,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,72.75,0.3082627058029175,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.3082627058029175,0.75,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
386,386,67.0,0.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,72.875,0.308792382478714,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.308792382478714,0.875,0.125,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
387,387,53.0,1.0,1.5,3,1.0,0.625,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,73.0,0.3093220293521881,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.3093220293521881,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,72.0,53.0,19.0
388,388,57.0,1.0,1.5,3,1.0,1.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,73.0,0.3093220293521881,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.3093220293521881,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,72.0,53.0,19.0
389,389,72.0,1.0,0.625,3,0.0,1.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,73.0,0.3093220293521881,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.3093220293521881,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,72.0,53.0,19.0
390,390,71.0,1.625,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,73.625,0.3119703531265259,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.3119703531265259,0.125,0.875,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
391,391,72.0,1.75,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,73.75,0.3125,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.3125,0.25,0.75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
392,392,69.0,1.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,73.875,0.3130296468734741,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.3130296468734741,0.375,0.625,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
393,393,57.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,74.0,0.31355932354927063,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.31355932354927063,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,57.0,8.0
394,394,65.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,74.0,0.31355932354927063,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.31355932354927063,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,57.0,8.0
395,395,74.0,0.0,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,75.0,0.31779661774635315,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.31779661774635315,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
396,396,72.0,0.125,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,75.125,0.31832626461982727,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.31832626461982727,0.125,0.875,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
397,397,74.0,0.25,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,75.25,0.3188559412956238,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.3188559412956238,0.25,0.75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
398,398,70.0,0.375,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,75.375,0.3193855881690979,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.3193855881690979,0.375,0.625,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
399,399,76.0,0.5,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,75.5,0.3199152648448944,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.3199152648448944,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
400,400,74.0,0.625,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,75.625,0.32044491171836853,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.32044491171836853,0.625,0.375,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
401,401,76.0,0.75,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,75.75,0.32097458839416504,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.32097458839416504,0.75,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
402,402,72.0,0.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,75.875,0.32150423526763916,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.32150423526763916,0.875,0.125,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
403,403,57.0,1.0,1.5,3,1.0,0.625,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,76.0,0.32203391194343567,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.32203391194343567,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,57.0,20.0
404,404,60.0,1.0,1.5,3,1.0,1.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,76.0,0.32203391194343567,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.32203391194343567,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,57.0,20.0
405,405,77.0,1.0,0.625,3,0.0,1.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,76.0,0.32203391194343567,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.32203391194343567,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,57.0,20.0
406,406,76.0,1.625,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,76.625,0.32468220591545105,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.32468220591545105,0.125,0.875,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
407,407,77.0,1.75,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,76.75,0.32521185278892517,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.32521185278892517,0.25,0.75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
408,408,72.0,1.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,76.875,0.3257415294647217,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.3257415294647217,0.375,0.625,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
409,409,69.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,77.0,0.3262711763381958,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.3262711763381958,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
410,410,84.0,0.0,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.0,0.3305084705352783,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.3305084705352783,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
411,411,83.0,0.125,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.125,0.33103814721107483,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.33103814721107483,0.125,0.875,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
412,412,84.0,0.25,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.25,0.33156779408454895,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.33156779408454895,0.25,0.75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
413,413,81.0,0.375,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.375,0.33209747076034546,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.33209747076034546,0.375,0.625,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
414,414,82.0,0.5,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.5,0.3326271176338196,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.3326271176338196,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
415,415,81.0,0.625,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.625,0.3331567943096161,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.3331567943096161,0.625,0.375,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
416,416,82.0,0.75,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.75,0.3336864411830902,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.3336864411830902,0.75,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
417,417,79.0,0.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.875,0.33421608805656433,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.33421608805656433,0.875,0.125,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
418,418,72.0,1.0,0.125,3,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,0.33474576473236084,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.33474576473236084,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,72.0,9.0
