,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
170,170,78.0,0.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,30.25,0.13750000298023224,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.13750000298023224,0.08333333333333333,0.9166666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,64.0,14.0
171,171,60.0,0.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,30.5,0.13863636553287506,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.13863636553287506,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,60.0,19.0
172,172,79.0,0.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,30.5,0.13863636553287506,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.13863636553287506,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,60.0,19.0
173,173,64.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,30.75,0.13977272808551788,0.5039370078740157,0.25395250790501583,0.127976066975756,0.13977272808551788,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,64.0,14.0
174,174,78.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,30.75,0.13977272808551788,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.13977272808551788,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,64.0,14.0
175,175,55.0,1.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,31.0,0.1409090906381607,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.1409090906381607,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,55.0,26.0
176,176,81.0,1.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,31.0,0.1409090906381607,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.1409090906381607,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,55.0,26.0
177,177,64.0,1.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,31.25,0.14204545319080353,0.5039370078740157,0.25395250790501583,0.127976066975756,0.14204545319080353,0.41666666666666663,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,64.0,15.0
178,178,79.0,1.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,31.25,0.14204545319080353,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.14204545319080353,0.41666666666666663,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,64.0,15.0
179,179,60.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,31.5,0.14318181574344635,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.14318181574344635,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,60.0,18.0
180,180,78.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,31.5,0.14318181574344635,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.14318181574344635,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,60.0,18.0
181,181,64.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,31.75,0.14431817829608917,0.5039370078740157,0.25395250790501583,0.127976066975756,0.14431817829608917,0.5833333333333333,0.41666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,64.0,15.0
182,182,79.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,31.75,0.14431817829608917,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.14431817829608917,0.5833333333333333,0.41666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,64.0,15.0
183,183,55.0,2.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,32.0,0.145454540848732,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.145454540848732,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,55.0,23.0
184,184,78.0,2.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,32.0,0.145454540848732,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.145454540848732,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,55.0,23.0
185,185,61.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,32.25,0.14659090340137482,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.14659090340137482,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,61.0,15.0
186,186,76.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,32.25,0.14659090340137482,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.14659090340137482,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,61.0,15.0
187,187,58.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,32.5,0.14772726595401764,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.14772726595401764,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,58.0,16.0
188,188,74.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,32.5,0.14772726595401764,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.14772726595401764,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,58.0,16.0
189,189,61.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,32.75,0.14886364340782166,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.14886364340782166,0.9166666666666666,0.08333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,61.0,12.0
190,190,73.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,32.75,0.14886364340782166,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.14886364340782166,0.9166666666666666,0.08333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,61.0,12.0
191,191,55.0,0.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,33.0,0.15000000596046448,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.15000000596046448,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,55.0,19.0
192,192,74.0,0.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,33.0,0.15000000596046448,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.15000000596046448,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,55.0,19.0
193,193,62.0,0.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,33.25,0.1511363685131073,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.1511363685131073,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,62.0,9.0
194,194,71.0,0.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,33.25,0.1511363685131073,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.1511363685131073,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,62.0,9.0
195,195,59.0,0.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,33.5,0.15227273106575012,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.15227273106575012,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,59.0,15.0
196,196,74.0,0.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,33.5,0.15227273106575012,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.15227273106575012,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,59.0,15.0
197,197,62.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,33.75,0.15340909361839294,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.15340909361839294,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,62.0,9.0
198,198,71.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,33.75,0.15340909361839294,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.15340909361839294,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,62.0,9.0
199,199,55.0,1.0,0.25,3,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.15454545617103577,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.15454545617103577,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,55.0,12.0
200,200,67.0,1.0,1.0,3,0.0,0.25,0.0,0.0,0.0,0.0,34.0,0.15454545617103577,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.15454545617103577,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,55.0,12.0
201,201,62.0,1.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,34.25,0.1556818187236786,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.1556818187236786,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
202,202,59.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,34.5,0.1568181812763214,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.1568181812763214,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
203,203,62.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,34.75,0.15795454382896423,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.15795454382896423,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
204,204,55.0,2.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,35.0,0.15909090638160706,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.15909090638160706,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
205,205,62.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,35.25,0.16022726893424988,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.16022726893424988,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
206,206,59.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,35.5,0.1613636314868927,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.1613636314868927,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
207,207,62.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,35.75,0.16249999403953552,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.16249999403953552,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
208,208,57.0,0.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,36.0,0.16363635659217834,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.16363635659217834,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,57.0,15.0
209,209,72.0,0.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,36.0,0.16363635659217834,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.16363635659217834,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,57.0,15.0
210,210,62.0,0.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,36.25,0.16477273404598236,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.16477273404598236,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,62.0,7.0
211,211,69.0,0.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,36.25,0.16477273404598236,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.16477273404598236,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,62.0,7.0
212,212,60.0,0.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,36.5,0.16590909659862518,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.16590909659862518,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,60.0,12.0
213,213,72.0,0.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,36.5,0.16590909659862518,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.16590909659862518,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,60.0,12.0
214,214,62.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,36.75,0.167045459151268,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.167045459151268,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,62.0,7.0
215,215,69.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,36.75,0.167045459151268,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.167045459151268,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,62.0,7.0
216,216,57.0,1.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,37.0,0.16818182170391083,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.16818182170391083,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,66.0,57.0,9.0
217,217,66.0,1.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,37.0,0.16818182170391083,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.16818182170391083,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,66.0,57.0,9.0
218,218,62.0,1.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,37.25,0.16931818425655365,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.16931818425655365,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,62.0,7.0
219,219,69.0,1.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,37.25,0.16931818425655365,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.16931818425655365,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,62.0,7.0
220,220,60.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,37.5,0.17045454680919647,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.17045454680919647,0.14285714285714285,0.8571428571428572,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,60.0,8.0
221,221,68.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,37.5,0.17045454680919647,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.17045454680919647,0.14285714285714285,0.8571428571428572,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,60.0,8.0
222,222,62.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,37.75,0.1715909093618393,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.1715909093618393,0.2857142857142857,0.7142857142857143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,62.0,7.0
223,223,69.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,37.75,0.1715909093618393,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.1715909093618393,0.2857142857142857,0.7142857142857143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,62.0,7.0
224,224,57.0,2.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,38.0,0.17272727191448212,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.17272727191448212,0.42857142857142855,0.5714285714285714,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,57.0,13.0
225,225,70.0,2.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,38.0,0.17272727191448212,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.17272727191448212,0.42857142857142855,0.5714285714285714,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,57.0,13.0
226,226,62.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,38.25,0.17386363446712494,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.17386363446712494,0.5714285714285714,0.4285714285714286,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,62.0,9.0
227,227,71.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,38.25,0.17386363446712494,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.17386363446712494,0.5714285714285714,0.4285714285714286,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,62.0,9.0
228,228,60.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,38.5,0.17499999701976776,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.17499999701976776,0.7142857142857142,0.2857142857142858,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,60.0,12.0
229,229,72.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,38.5,0.17499999701976776,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.17499999701976776,0.7142857142857142,0.2857142857142858,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,60.0,12.0
230,230,62.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,38.75,0.17613635957241058,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.17613635957241058,0.8571428571428571,0.1428571428571429,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,62.0,11.0
231,231,73.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,38.75,0.17613635957241058,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.17613635957241058,0.8571428571428571,0.1428571428571429,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,62.0,11.0
232,232,55.0,0.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,39.0,0.1772727221250534,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.1772727221250534,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,55.0,19.0
233,233,74.0,0.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,39.0,0.1772727221250534,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.1772727221250534,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,55.0,19.0
