,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.fp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
230,230,55,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.5,0.2022598832845688,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.2022598832845688,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,59.0,53.0,6.0
231,231,59,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.5,0.2022598832845688,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.2022598832845688,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,59.0,53.0,6.0
232,232,74,2.666667938232422,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.66666793823242,0.20301318168640137,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.20301318168640137,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
233,233,52,0.0,0.5,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.20451977849006653,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.20451977849006653,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,79.0,52.0,27.0
234,234,60,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.20451977849006653,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.20451977849006653,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,79.0,52.0,27.0
235,235,79,0.0,0.33333334,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.20451977849006653,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.20451977849006653,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,79.0,52.0,27.0
236,236,80,0.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.33333206176758,0.2060263603925705,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.2060263603925705,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
237,237,53,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.5,0.20677965879440308,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.20677965879440308,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
238,238,81,0.6666679382324219,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.66666793823242,0.20753295719623566,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.20753295719623566,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
239,239,55,1.0,0.33333334,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.20903955399990082,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.20903955399990082,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,55.0,17.0
240,240,72,1.0,1.0,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.20903955399990082,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.20903955399990082,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,55.0,17.0
241,241,60,1.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.33333206176758,0.21054613590240479,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.21054613590240479,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
242,242,64,1.6666679382324219,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.66666793823242,0.21205273270606995,0.5039370078740157,0.25395250790501583,0.127976066975756,0.21205273270606995,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
243,243,55,2.0,0.33333334,3,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,0.2135593146085739,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.2135593146085739,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,55.0,16.0
244,244,71,2.0,0.75,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,0.2135593146085739,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.2135593146085739,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,55.0,16.0
245,245,62,2.333332061767578,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.33333206176758,0.21506591141223907,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.21506591141223907,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
246,246,65,2.666667938232422,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.66666793823242,0.21657250821590424,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.21657250821590424,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
247,247,69,2.75,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.75,0.21694914996623993,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.21694914996623993,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
248,248,71,2.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.875,0.21751412749290466,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.21751412749290466,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
249,249,72,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,0.2180790901184082,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.2180790901184082,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
250,250,52,0.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.33333206176758,0.21958568692207336,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.21958568692207336,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0
251,251,53,0.6666679382324219,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.66666793823242,0.22109228372573853,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.22109228372573853,0.125,0.875,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
252,252,54,1.0,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,0.2225988656282425,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.2225988656282425,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0
253,253,55,1.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.33333206176758,0.22410546243190765,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.22410546243190765,0.375,0.625,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
254,254,56,1.6666679382324219,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.66666793823242,0.22561205923557281,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.22561205923557281,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
255,255,57,2.0,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.22711864113807678,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.22711864113807678,0.625,0.375,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
256,256,59,2.333332061767578,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.33333206176758,0.22862522304058075,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.22862522304058075,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
257,257,60,2.666667938232422,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.66666793823242,0.2301318347454071,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.2301318347454071,0.875,0.125,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
258,258,42,0.0,1.0,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,0.23163841664791107,0.33070866141732286,0.10936821873643747,0.0361690172199242,0.23163841664791107,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,54.0,42.0,12.0
259,259,54,0.0,1.0,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,0.23163841664791107,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.23163841664791107,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,54.0,42.0,12.0
260,260,74,0.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.33333206176758,0.23314499855041504,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.23314499855041504,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,83.0,74.0,9.0
261,261,83,0.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.33333206176758,0.23314499855041504,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.23314499855041504,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,83.0,74.0,9.0
262,262,75,0.6666679382324219,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.66666793823242,0.2346516102552414,0.5905511811023622,0.348750697501395,0.20595513631972145,0.2346516102552414,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,75.0,9.0
263,263,84,0.6666679382324219,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.66666793823242,0.2346516102552414,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.2346516102552414,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0,75.0,9.0
264,264,43,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,0.23615819215774536,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.23615819215774536,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,43.0,12.0
265,265,55,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,0.23615819215774536,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.23615819215774536,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,55.0,43.0,12.0
266,266,75,1.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.33333206176758,0.23766477406024933,0.5905511811023622,0.348750697501395,0.20595513631972145,0.23766477406024933,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,75.0,9.0
267,267,84,1.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.33333206176758,0.23766477406024933,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.23766477406024933,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0,75.0,9.0
268,268,74,1.6666679382324219,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.66666793823242,0.23917138576507568,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.23917138576507568,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,83.0,74.0,9.0
269,269,83,1.6666679382324219,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.66666793823242,0.23917138576507568,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.23917138576507568,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,83.0,74.0,9.0
270,270,47,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.24067796766757965,0.3700787401574803,0.13695827391654783,0.05068534546517912,0.24067796766757965,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,59.0,47.0,12.0
271,271,59,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.24067796766757965,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.24067796766757965,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,59.0,47.0,12.0
272,272,76,2.333332061767578,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.33333206176758,0.24218454957008362,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.24218454957008362,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,80.0,76.0,4.0
273,273,80,2.333332061767578,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.33333206176758,0.24218454957008362,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.24218454957008362,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,80.0,76.0,4.0
274,274,77,2.666667938232422,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.66666793823242,0.24369116127490997,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.24369116127490997,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,77.0,4.0
275,275,81,2.666667938232422,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.66666793823242,0.24369116127490997,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.24369116127490997,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,77.0,4.0
276,276,48,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,0.24519774317741394,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.24519774317741394,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,48.0,12.0
277,277,60,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,0.24519774317741394,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.24519774317741394,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,48.0,12.0
278,278,77,0.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.33333206176758,0.2467043250799179,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2467043250799179,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,77.0,4.0
279,279,81,0.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.33333206176758,0.2467043250799179,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.2467043250799179,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,77.0,4.0
280,280,76,0.6666679382324219,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.66666793823242,0.24821092188358307,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.24821092188358307,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,76.0,3.0
281,281,79,0.6666679382324219,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.66666793823242,0.24821092188358307,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.24821092188358307,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,76.0,3.0
282,282,44,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,0.24971751868724823,0.3464566929133858,0.12003224006448013,0.0415859729357254,0.24971751868724823,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,56.0,44.0,12.0
283,283,56,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,0.24971751868724823,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.24971751868724823,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,56.0,44.0,12.0
284,284,76,1.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.33333206176758,0.2512241005897522,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2512241005897522,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,76.0,3.0
285,285,79,1.3333320617675781,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.33333206176758,0.2512241005897522,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.2512241005897522,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,76.0,3.0
286,286,74,1.6666679382324219,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.66666793823242,0.25273069739341736,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.25273069739341736,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,74.0,3.0
287,287,77,1.6666679382324219,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.66666793823242,0.25273069739341736,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.25273069739341736,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,74.0,3.0
288,288,45,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,0.2542372941970825,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.2542372941970825,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,45.0,12.0
