,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.pp,loudness_direction_basis.loudness_incr,loudness_direction_basis.fp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
456,456,58.0,0.0,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999998333333426,0.0,64.0,0.20123839378356934,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.20123839378356934,0.5714285714285714,0.4285714285714286,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,58.0,16.0
457,457,74.0,0.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999998333333426,0.0,64.0,0.20123839378356934,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.20123839378356934,0.5714285714285714,0.4285714285714286,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,58.0,16.0
458,458,76.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64.25,0.20201238989830017,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.20201238989830017,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
459,459,77.0,0.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000666666762,0.0,64.5,0.2027863711118698,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2027863711118698,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
460,460,78.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40000001333333524,0.0,64.75,0.20356036722660065,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.20356036722660065,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
461,461,79.0,1.0,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6000000200000029,0.0,65.0,0.20433436334133148,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.20433436334133148,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
462,462,81.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8000000266666705,0.0,65.25,0.20510835945606232,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.20510835945606232,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
463,463,70.0,1.5,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.5,0.20588235557079315,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.20588235557079315,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,82.0,70.0,12.0
464,464,82.0,1.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.5,0.20588235557079315,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.20588235557079315,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0,70.0,12.0
465,465,86.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.75,0.206656351685524,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.206656351685524,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
466,466,69.0,0.0,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,0.20743034780025482,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.20743034780025482,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86.0,69.0,17.0
467,467,86.0,0.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,0.20743034780025482,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.20743034780025482,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0,69.0,17.0
468,468,84.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.25,0.20820432901382446,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.20820432901382446,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
469,469,74.0,0.5,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.5,0.2089783251285553,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2089783251285553,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,82.0,74.0,8.0
470,470,82.0,0.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.5,0.2089783251285553,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.2089783251285553,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0,74.0,8.0
471,471,81.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.75,0.20975232124328613,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.20975232124328613,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
472,472,70.0,1.0,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,0.21052631735801697,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.21052631735801697,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,70.0,11.0
473,473,81.0,1.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,0.21052631735801697,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.21052631735801697,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,70.0,11.0
474,474,79.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.25,0.2113003134727478,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.2113003134727478,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
475,475,72.0,1.5,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.5,0.21207430958747864,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.21207430958747864,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,72.0,5.0
476,476,77.0,1.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.5,0.21207430958747864,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.21207430958747864,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,72.0,5.0
477,477,76.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.75,0.21284829080104828,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.21284829080104828,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
478,478,69.0,0.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,0.2136222869157791,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2136222869157791,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
479,479,84.0,0.16666412353515625,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.16666412353516,0.21413828432559967,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.21413828432559967,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
480,480,82.0,0.33333587646484375,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.33333587646484,0.21465429663658142,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.21465429663658142,0.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
481,481,81.0,0.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.5,0.21517027914524078,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.21517027914524078,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
482,482,81.0,0.6666641235351562,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.66666412353516,0.21568626165390015,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.21568626165390015,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
483,483,79.0,0.8333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.83333587646484,0.2162022739648819,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.2162022739648819,0.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
484,484,77.0,1.0,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,0.21671827137470245,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.21671827137470245,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
485,485,77.0,1.1666641235351562,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.16666412353516,0.21723425388336182,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.21723425388336182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
486,486,75.0,1.3333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.33333587646484,0.21775026619434357,0.5905511811023622,0.348750697501395,0.20595513631972145,0.21775026619434357,0.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
487,487,74.0,1.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.5,0.21826624870300293,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.21826624870300293,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
488,488,74.0,1.6666641235351562,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.66666412353516,0.2187822461128235,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2187822461128235,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
489,489,73.0,1.8333358764648438,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.83333587646484,0.21929825842380524,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.21929825842380524,0.2857142857142857,0.7142857142857143,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
490,490,70.0,0.0,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,0.2198142409324646,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.2198142409324646,0.5714285714285714,0.4285714285714286,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,70.0,4.0
491,491,74.0,0.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,0.2198142409324646,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2198142409324646,0.5714285714285714,0.4285714285714286,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,70.0,4.0
492,492,76.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.25,0.22058823704719543,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.22058823704719543,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
493,493,77.0,0.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.5,0.22136223316192627,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.22136223316192627,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
494,494,78.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.75,0.2221362292766571,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.2221362292766571,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
495,495,79.0,1.0,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0,0.22291021049022675,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.22291021049022675,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
496,496,66.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.25,0.22368420660495758,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.22368420660495758,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,66.0,15.0
497,497,81.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.25,0.22368420660495758,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.22368420660495758,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,66.0,15.0
498,498,67.0,1.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.5,0.22445820271968842,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.22445820271968842,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,82.0,67.0,15.0
499,499,82.0,1.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.5,0.22445820271968842,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.22445820271968842,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0,67.0,15.0
500,500,69.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.75,0.22523219883441925,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.22523219883441925,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,69.0,15.0
501,501,84.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.75,0.22523219883441925,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.22523219883441925,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0,69.0,15.0
502,502,70.0,0.0,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,0.22600619494915009,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.22600619494915009,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86.0,70.0,16.0
503,503,86.0,0.0,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,0.22600619494915009,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.22600619494915009,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0,70.0,16.0
504,504,72.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1000000016666669,0.0,72.25,0.22678019106388092,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.22678019106388092,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,88.0,72.0,16.0
505,505,88.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1000000016666669,0.0,72.25,0.22678019106388092,0.6929133858267716,0.4801289602579205,0.3326877834858032,0.22678019106388092,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,88.0,72.0,16.0
506,506,74.0,0.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2000000033333338,0.0,72.5,0.22755417227745056,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.22755417227745056,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,89.0,74.0,15.0
507,507,89.0,0.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2000000033333338,0.0,72.5,0.22755417227745056,0.7007874015748031,0.49110298220596443,0.34415878280575457,0.22755417227745056,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,89.0,74.0,15.0
508,508,73.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3000000050000007,0.0,72.75,0.2283281683921814,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.2283281683921814,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,88.0,73.0,15.0
509,509,88.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3000000050000007,0.0,72.75,0.2283281683921814,0.6929133858267716,0.4801289602579205,0.3326877834858032,0.2283281683921814,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,88.0,73.0,15.0
510,510,74.0,1.0,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4000000066666676,0.0,73.0,0.22910216450691223,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.22910216450691223,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,89.0,74.0,15.0
511,511,89.0,1.0,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4000000066666676,0.0,73.0,0.22910216450691223,0.7007874015748031,0.49110298220596443,0.34415878280575457,0.22910216450691223,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,89.0,74.0,15.0
512,512,73.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5000000083333345,0.0,73.25,0.22987616062164307,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.22987616062164307,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,88.0,73.0,15.0
513,513,88.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5000000083333345,0.0,73.25,0.22987616062164307,0.6929133858267716,0.4801289602579205,0.3326877834858032,0.22987616062164307,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,88.0,73.0,15.0
