,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.loudness_incr,loudness_direction_basis.loudness_decr,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
212,212,51.0,2.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,0.22539682686328888,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.22539682686328888,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,75.0,51.0,24.0
213,213,74.0,2.0,0.0,3,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,71.0,0.22539682686328888,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.22539682686328888,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,75.0,51.0,24.0
214,214,75.0,2.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,0.22539682686328888,0.5905511811023622,0.348750697501395,0.20595513631972145,0.22539682686328888,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,75.0,51.0,24.0
215,215,55.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.5,0.22698412835597992,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.22698412835597992,0.8333333333333333,0.16666666666666674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
216,216,60.0,0.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,0.22857142984867096,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.22857142984867096,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
217,217,55.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.5,0.230158731341362,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.230158731341362,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
218,218,51.0,1.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0,0.23174603283405304,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.23174603283405304,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,79.0,51.0,28.0
219,219,78.0,1.0,0.0,3,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,73.0,0.23174603283405304,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.23174603283405304,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,79.0,51.0,28.0
220,220,79.0,1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0,0.23174603283405304,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.23174603283405304,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,79.0,51.0,28.0
221,221,55.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.5,0.23333333432674408,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.23333333432674408,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
222,222,60.0,2.0,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0,0.23492063581943512,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.23492063581943512,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,77.0,60.0,17.0
223,223,77.0,2.0,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0,0.23492063581943512,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.23492063581943512,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,77.0,60.0,17.0
224,224,75.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.25,0.23571428656578064,0.5905511811023622,0.348750697501395,0.20595513631972145,0.23571428656578064,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
225,225,51.0,2.5,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.5,0.23650793731212616,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.23650793731212616,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,74.0,51.0,23.0
226,226,74.0,2.5,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.5,0.23650793731212616,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.23650793731212616,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,74.0,51.0,23.0
227,227,72.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.75,0.23730158805847168,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.23730158805847168,1.6666666666666665,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
228,228,53.0,0.0,3.0,3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,0.2380952388048172,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.2380952388048172,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,70.0,53.0,17.0
229,229,62.0,0.0,2.0,3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,0.2380952388048172,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.2380952388048172,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,70.0,53.0,17.0
230,230,70.0,0.0,2.0,3,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,0.2380952388048172,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.2380952388048172,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,70.0,53.0,17.0
231,231,60.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,0.24444444477558136,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.24444444477558136,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,69.0,60.0,9.0
232,232,69.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,0.24444444477558136,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.24444444477558136,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,69.0,60.0,9.0
233,233,39.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,0.24761904776096344,0.30708661417322836,0.09430218860437721,0.028958939807643396,0.24761904776096344,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,51.0,39.0,12.0
234,234,51.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,0.24761904776096344,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.24761904776096344,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,39.0,12.0
235,235,38.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,0.2507936656475067,0.2992125984251969,0.08952817905635811,0.0267879590877292,0.2507936656475067,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,50.0,38.0,12.0
236,236,50.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,0.2507936656475067,0.3937007874015748,0.15500031000062,0.06102374409473228,0.2507936656475067,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,38.0,12.0
237,237,36.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,0.2539682686328888,0.28346456692913385,0.08035216070432141,0.022776990435870635,0.2539682686328888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,48.0,36.0,12.0
238,238,48.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,0.2539682686328888,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.2539682686328888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,48.0,36.0,12.0
239,239,34.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,0.2571428716182709,0.2677165354330709,0.07167214334428669,0.019187817903194862,0.2571428716182709,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,46.0,34.0,12.0
240,240,46.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,0.2571428716182709,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.2571428716182709,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,46.0,34.0,12.0
241,241,62.0,1.0,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,0.26031747460365295,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.26031747460365295,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,77.0,62.0,15.0
242,242,77.0,1.0,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,0.26031747460365295,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.26031747460365295,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,77.0,62.0,15.0
243,243,58.0,1.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.33333587646484,0.26137566566467285,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.26137566566467285,0.3333333333333333,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,74.0,58.0,16.0
244,244,74.0,1.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.33333587646484,0.26137566566467285,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.26137566566467285,0.3333333333333333,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,74.0,58.0,16.0
245,245,60.0,1.6666641235351562,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.66666412353516,0.26243385672569275,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.26243385672569275,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,75.0,60.0,15.0
246,246,75.0,1.6666641235351562,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.66666412353516,0.26243385672569275,0.5905511811023622,0.348750697501395,0.20595513631972145,0.26243385672569275,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,75.0,60.0,15.0
247,247,62.0,2.0,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,0.26349207758903503,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.26349207758903503,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,77.0,62.0,15.0
248,248,77.0,2.0,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,0.26349207758903503,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.26349207758903503,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,77.0,62.0,15.0
249,249,58.0,2.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.33333587646484,0.26455026865005493,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.26455026865005493,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,74.0,58.0,16.0
250,250,74.0,2.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.33333587646484,0.26455026865005493,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.26455026865005493,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,74.0,58.0,16.0
251,251,60.0,2.6666641235351562,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.66666412353516,0.26560845971107483,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.26560845971107483,1.6666666666666665,0.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,75.0,60.0,15.0
252,252,75.0,2.6666641235351562,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.66666412353516,0.26560845971107483,0.5905511811023622,0.348750697501395,0.20595513631972145,0.26560845971107483,1.6666666666666665,0.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,75.0,60.0,15.0
253,253,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,0.2666666805744171,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.2666666805744171,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,77.0,62.0,15.0
254,254,77.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,0.2666666805744171,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2666666805744171,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,77.0,62.0,15.0
255,255,63.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,0.2698412835597992,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.2698412835597992,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,79.0,63.0,16.0
256,256,79.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,0.2698412835597992,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.2698412835597992,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,79.0,63.0,16.0
257,257,60.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,0.2730158865451813,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.2730158865451813,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,75.0,60.0,15.0
258,258,75.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,0.2730158865451813,0.5905511811023622,0.348750697501395,0.20595513631972145,0.2730158865451813,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,75.0,60.0,15.0
259,259,41.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,0.27619048953056335,0.3228346456692913,0.10422220844441689,0.03364653973402435,0.27619048953056335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,53.0,41.0,12.0
260,260,53.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,0.27619048953056335,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.27619048953056335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,41.0,12.0
261,261,60.0,1.0,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0,0.27936509251594543,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.27936509251594543,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,75.0,60.0,15.0
262,262,75.0,1.0,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0,0.27936509251594543,0.5905511811023622,0.348750697501395,0.20595513631972145,0.27936509251594543,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,75.0,60.0,15.0
263,263,57.0,1.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.33333587646484,0.28042328357696533,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.28042328357696533,0.3333333333333333,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,72.0,57.0,15.0
264,264,72.0,1.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.33333587646484,0.28042328357696533,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.28042328357696533,0.3333333333333333,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,72.0,57.0,15.0
265,265,58.0,1.6666641235351562,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.66666412353516,0.28148147463798523,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.28148147463798523,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,74.0,58.0,16.0
266,266,74.0,1.6666641235351562,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.66666412353516,0.28148147463798523,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.28148147463798523,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,74.0,58.0,16.0
267,267,60.0,2.0,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,0.2825396955013275,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.2825396955013275,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,75.0,60.0,15.0
268,268,75.0,2.0,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,0.2825396955013275,0.5905511811023622,0.348750697501395,0.20595513631972145,0.2825396955013275,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,75.0,60.0,15.0
269,269,57.0,2.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.33333587646484,0.2835978865623474,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.2835978865623474,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,72.0,57.0,15.0
270,270,72.0,2.3333358764648438,0.33333334,3,0.0,0.3333333333333286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.33333587646484,0.2835978865623474,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.2835978865623474,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,72.0,57.0,15.0
