,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.fp,loudness_direction_basis.f,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
316,316,83.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.75,0.22276535630226135,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.22276535630226135,0.5,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,83.0,69.0,14.0
317,317,64.0,1.0,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,0.22346368432044983,0.5039370078740157,0.25395250790501583,0.127976066975756,0.22346368432044983,0.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,64.0,15.0
318,318,79.0,1.0,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,0.22346368432044983,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.22346368432044983,0.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,64.0,15.0
319,319,69.0,1.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.25,0.2241620123386383,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2241620123386383,1.1666666666666665,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
320,320,64.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.5,0.22486034035682678,0.5039370078740157,0.25395250790501583,0.127976066975756,0.22486034035682678,1.5,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,64.0,15.0
321,321,79.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.5,0.22486034035682678,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.22486034035682678,1.5,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,64.0,15.0
322,322,69.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.75,0.22555865347385406,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.22555865347385406,0.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,69.0,12.0
323,323,81.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.75,0.22555865347385406,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.22555865347385406,0.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,69.0,12.0
324,324,62.0,2.0,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.0,0.22625698149204254,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.22625698149204254,1.1666666666666665,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,62.0,16.0
325,325,78.0,2.0,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.0,0.22625698149204254,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.22625698149204254,1.1666666666666665,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,62.0,16.0
326,326,69.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.25,0.22695530951023102,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.22695530951023102,1.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
327,327,62.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.5,0.2276536375284195,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.2276536375284195,1.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,62.0,16.0
328,328,78.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.5,0.2276536375284195,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.2276536375284195,1.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,62.0,16.0
329,329,69.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.75,0.22835195064544678,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.22835195064544678,1.4166666666666665,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,69.0,10.0
330,330,79.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.75,0.22835195064544678,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.22835195064544678,1.4166666666666665,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,69.0,10.0
331,331,61.0,0.0,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,0.22905027866363525,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.22905027866363525,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,61.0,15.0
332,332,76.0,0.0,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,0.22905027866363525,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.22905027866363525,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,61.0,15.0
333,333,69.0,0.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.25,0.22974860668182373,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.22974860668182373,0.08333333333333333,0.9166666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
334,334,61.0,0.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.5,0.2304469347000122,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.2304469347000122,0.16666666666666666,1.8333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,61.0,15.0
335,335,76.0,0.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.5,0.2304469347000122,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2304469347000122,0.16666666666666666,1.8333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,61.0,15.0
336,336,69.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.75,0.2311452478170395,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2311452478170395,0.5,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,69.0,9.0
337,337,78.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.75,0.2311452478170395,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.2311452478170395,0.5,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,69.0,9.0
338,338,59.0,1.0,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,0.23184357583522797,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.23184357583522797,0.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,59.0,15.0
339,339,74.0,1.0,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,0.23184357583522797,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.23184357583522797,0.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,59.0,15.0
340,340,69.0,1.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.25,0.23254190385341644,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.23254190385341644,1.1666666666666665,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
341,341,59.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.5,0.23324021697044373,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.23324021697044373,1.5,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,59.0,15.0
342,342,74.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.5,0.23324021697044373,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.23324021697044373,1.5,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,59.0,15.0
343,343,69.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.75,0.2339385449886322,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2339385449886322,0.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,69.0,7.0
344,344,76.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.75,0.2339385449886322,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2339385449886322,0.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,69.0,7.0
345,345,57.0,2.0,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,0.23463687300682068,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.23463687300682068,1.1666666666666665,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,57.0,16.0
346,346,73.0,2.0,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,0.23463687300682068,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.23463687300682068,1.1666666666666665,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,57.0,16.0
347,347,69.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.25,0.23533520102500916,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.23533520102500916,1.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
348,348,57.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.5,0.23603351414203644,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.23603351414203644,1.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,57.0,16.0
349,349,73.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.5,0.23603351414203644,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.23603351414203644,1.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,57.0,16.0
350,350,69.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.75,0.23673184216022491,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.23673184216022491,1.4166666666666665,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,69.0,7.0
351,351,76.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.75,0.23673184216022491,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.23673184216022491,1.4166666666666665,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,69.0,7.0
352,352,59.0,0.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,0.2374301701784134,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.2374301701784134,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,59.0,15.0
353,353,74.0,0.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,0.2374301701784134,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2374301701784134,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,59.0,15.0
354,354,69.0,0.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.25,0.23812849819660187,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.23812849819660187,0.16666666666666666,1.8333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,69.0,7.0
355,355,76.0,0.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.25,0.23812849819660187,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.23812849819660187,0.16666666666666666,1.8333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,69.0,7.0
356,356,59.0,0.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.5,0.23882681131362915,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.23882681131362915,0.3333333333333333,1.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,59.0,19.0
357,357,78.0,0.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.5,0.23882681131362915,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.23882681131362915,0.3333333333333333,1.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,59.0,19.0
358,358,69.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.75,0.23952513933181763,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.23952513933181763,0.5,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,69.0,5.0
359,359,74.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.75,0.23952513933181763,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.23952513933181763,0.5,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,69.0,5.0
360,360,61.0,1.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,0.2402234673500061,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.2402234673500061,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,61.0,15.0
361,361,76.0,1.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,0.2402234673500061,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2402234673500061,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,61.0,15.0
362,362,69.0,1.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.25,0.2409217804670334,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2409217804670334,0.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,69.0,9.0
363,363,78.0,1.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.25,0.2409217804670334,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.2409217804670334,0.8333333333333333,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,69.0,9.0
364,364,61.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.5,0.24162010848522186,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.24162010848522186,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,61.0,18.0
365,365,79.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.5,0.24162010848522186,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.24162010848522186,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,61.0,18.0
366,366,69.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.75,0.24231843650341034,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.24231843650341034,1.1666666666666665,0.8333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,69.0,7.0
367,367,76.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.75,0.24231843650341034,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.24231843650341034,1.1666666666666665,0.8333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,69.0,7.0
368,368,62.0,2.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,0.24301676452159882,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.24301676452159882,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,62.0,16.0
369,369,78.0,2.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,0.24301676452159882,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.24301676452159882,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,62.0,16.0
370,370,69.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.25,0.2437150776386261,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2437150776386261,1.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,69.0,10.0
371,371,79.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.25,0.2437150776386261,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.2437150776386261,1.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,69.0,10.0
372,372,62.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.5,0.24441340565681458,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.24441340565681458,1.6666666666666665,0.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,62.0,19.0
373,373,81.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.5,0.24441340565681458,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.24441340565681458,1.6666666666666665,0.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,62.0,19.0
374,374,69.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.75,0.24511173367500305,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.24511173367500305,1.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,69.0,9.0
375,375,78.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.75,0.24511173367500305,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.24511173367500305,1.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,69.0,9.0
