,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
423,423,72.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,153.5,0.24560000002384186,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.24560000002384186,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
424,424,70.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,154.0,0.24639999866485596,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.24639999866485596,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
425,425,72.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,154.5,0.24719999730587006,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.24719999730587006,0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,86.0,72.0,14.0
426,426,86.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,154.5,0.24719999730587006,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.24719999730587006,0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0,72.0,14.0
427,427,70.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,155.0,0.24799999594688416,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.24799999594688416,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,70.0,14.0
428,428,84.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,155.0,0.24799999594688416,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.24799999594688416,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0,70.0,14.0
429,429,72.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,155.5,0.24879999458789825,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.24879999458789825,1.5,0.5000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,72.0,4.0
430,430,76.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,155.5,0.24879999458789825,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.24879999458789825,1.5,0.5000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,72.0,4.0
431,431,69.0,0.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,156.0,0.24959999322891235,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.24959999322891235,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,69.0,8.0
432,432,77.0,0.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,156.0,0.24959999322891235,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.24959999322891235,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,69.0,8.0
433,433,72.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,156.5,0.25040000677108765,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.25040000677108765,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
434,434,69.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,157.0,0.25119999051094055,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.25119999051094055,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
435,435,72.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,157.5,0.25200000405311584,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.25200000405311584,0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,72.0,12.0
436,436,84.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,157.5,0.25200000405311584,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.25200000405311584,0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0,72.0,12.0
437,437,69.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,158.0,0.25279998779296875,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.25279998779296875,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,69.0,12.0
438,438,81.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,158.0,0.25279998779296875,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.25279998779296875,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,69.0,12.0
439,439,72.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,158.5,0.25360000133514404,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.25360000133514404,1.5,0.5000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,72.0,7.0
440,440,79.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,158.5,0.25360000133514404,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.25360000133514404,1.5,0.5000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,72.0,7.0
441,441,62.0,0.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,159.0,0.25440001487731934,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.25440001487731934,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,78.0,62.0,16.0
442,442,69.0,0.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,159.0,0.25440001487731934,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.25440001487731934,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,78.0,62.0,16.0
443,443,78.0,0.0,1.0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,159.0,0.25440001487731934,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.25440001487731934,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,78.0,62.0,16.0
444,444,72.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,159.5,0.25519999861717224,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.25519999861717224,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
445,445,69.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,160.0,0.25600001215934753,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.25600001215934753,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
446,446,72.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,160.5,0.25679999589920044,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.25679999589920044,0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,87.0,72.0,15.0
447,447,87.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,160.5,0.25679999589920044,0.6850393700787402,0.4692789385578771,0.32147454846090795,0.25679999589920044,0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,87.0,72.0,15.0
448,448,69.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,161.0,0.25760000944137573,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.25760000944137573,1.1666666666666665,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,86.0,69.0,17.0
449,449,86.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,161.0,0.25760000944137573,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.25760000944137573,1.1666666666666665,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0,69.0,17.0
450,450,72.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,161.5,0.25839999318122864,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.25839999318122864,1.8333333333333333,0.16666666666666674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,72.0,6.0
451,451,78.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,161.5,0.25839999318122864,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.25839999318122864,1.8333333333333333,0.16666666666666674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,72.0,6.0
452,452,67.0,0.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,162.0,0.25920000672340393,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.25920000672340393,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,67.0,14.0
453,453,70.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,162.0,0.25920000672340393,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.25920000672340393,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,81.0,67.0,14.0
454,454,81.0,0.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,162.0,0.25920000672340393,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.25920000672340393,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,81.0,67.0,14.0
455,455,79.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,162.5,0.25999999046325684,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.25999999046325684,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
456,456,64.0,1.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,163.0,0.26080000400543213,0.5039370078740157,0.25395250790501583,0.127976066975756,0.26080000400543213,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,84.0,64.0,20.0
457,457,72.0,1.0,2.0,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,163.0,0.26080000400543213,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.26080000400543213,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,84.0,64.0,20.0
458,458,84.0,1.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,163.0,0.26080000400543213,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.26080000400543213,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,84.0,64.0,20.0
459,459,83.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,163.5,0.26159998774528503,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.26159998774528503,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
460,460,65.0,2.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,164.0,0.2624000012874603,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.2624000012874603,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,82.0,65.0,17.0
461,461,82.0,2.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,0.2624000012874603,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.2624000012874603,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0,65.0,17.0
462,462,81.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,164.5,0.2632000148296356,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.2632000148296356,0.8333333333333333,0.16666666666666674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
463,463,58.0,0.0,1.0,3,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,165.0,0.2639999985694885,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.2639999985694885,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,79.0,58.0,21.0
464,464,70.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,0.2639999985694885,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.2639999985694885,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,79.0,58.0,21.0
465,465,79.0,0.0,0.75,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,0.2639999985694885,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.2639999985694885,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,79.0,58.0,21.0
466,466,81.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,165.75,0.2651999890804291,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.2651999890804291,0.75,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
467,467,60.0,1.0,2.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,0.2655999958515167,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.2655999958515167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,60.0,17.0
468,468,69.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,0.2655999958515167,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2655999958515167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,60.0,17.0
469,469,77.0,1.0,1.0,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,0.2655999958515167,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2655999958515167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,60.0,17.0
470,470,67.0,2.0,1.0,3,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,167.0,0.2671999931335449,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.2671999931335449,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,67.0,9.0
471,471,76.0,2.0,0.75,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,0.2671999931335449,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2671999931335449,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,67.0,9.0
472,472,74.0,2.75,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,167.75,0.26840001344680786,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.26840001344680786,0.75,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
473,473,76.0,2.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,167.875,0.2685999870300293,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2685999870300293,0.875,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
474,474,65.0,0.0,1.0,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,168.0,0.2687999904155731,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.2687999904155731,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,65.0,12.0
475,475,77.0,0.0,0.25,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,168.0,0.2687999904155731,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2687999904155731,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,65.0,12.0
476,476,72.0,0.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,168.25,0.26919999718666077,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.26919999718666077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
477,477,71.0,0.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,168.5,0.2696000039577484,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.2696000039577484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
478,478,72.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,168.75,0.27000001072883606,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.27000001072883606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
479,479,74.0,1.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,169.0,0.2703999876976013,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.2703999876976013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
480,480,72.0,1.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,169.25,0.27079999446868896,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.27079999446868896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
481,481,57.0,1.5,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,169.5,0.2712000012397766,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.2712000012397766,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,57.0,14.0
482,482,71.0,1.5,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,169.5,0.2712000012397766,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.2712000012397766,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,57.0,14.0
483,483,72.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,169.75,0.27160000801086426,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.27160000801086426,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
484,484,55.0,2.0,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,170.0,0.2720000147819519,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.2720000147819519,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,55.0,15.0
485,485,70.0,2.0,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,170.0,0.2720000147819519,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.2720000147819519,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,55.0,15.0
