,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
322,322,55.0,1.5,0.5,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.5,0.1586666703224182,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.1586666703224182,1.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,55.0,22.0
323,323,77.0,1.5,0.125,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.5,0.1586666703224182,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.1586666703224182,1.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,55.0,22.0
324,324,76.0,1.625,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.625,0.1589999943971634,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.1589999943971634,1.3958333333333333,0.6041666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
325,325,79.0,1.75,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.75,0.15933333337306976,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.15933333337306976,1.5416666666666665,0.45833333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
326,326,77.0,1.875,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.875,0.15966667234897614,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.15966667234897614,1.6875,0.3125,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
327,327,59.0,0.0,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0.1599999964237213,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.1599999964237213,1.8333333333333333,1.1666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,59.0,22.0
328,328,65.0,0.0,2.0,2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0.1599999964237213,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.1599999964237213,1.8333333333333333,1.1666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,81.0,59.0,22.0
329,329,81.0,0.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0.1599999964237213,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.1599999964237213,1.8333333333333333,1.1666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,81.0,59.0,22.0
330,330,79.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.25,0.16066665947437286,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.16066665947437286,1.125,0.875,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
331,331,55.0,0.5,0.5,2,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.5,0.1613333374261856,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.1613333374261856,0.25,1.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,55.0,24.0
332,332,79.0,0.5,0.75,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.5,0.1613333374261856,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.1613333374261856,0.25,1.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,55.0,24.0
333,333,59.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.0,0.1626666635274887,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.1626666635274887,0.8333333333333333,1.1666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
334,334,78.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.25,0.16333332657814026,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.16333332657814026,1.125,0.875,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
335,335,55.0,1.5,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.5,0.164000004529953,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.164000004529953,1.4166666666666665,0.5833333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,55.0,22.0
336,336,77.0,1.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.5,0.164000004529953,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.164000004529953,1.4166666666666665,0.5833333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,55.0,22.0
337,337,74.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.75,0.16466666758060455,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.16466666758060455,1.7083333333333333,0.29166666666666674,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
338,338,60.0,0.0,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,0.1653333306312561,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.1653333306312561,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,71.0,60.0,11.0
339,339,64.0,0.0,2.0,2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,0.1653333306312561,0.5039370078740157,0.25395250790501583,0.127976066975756,0.1653333306312561,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,71.0,60.0,11.0
340,340,71.0,0.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,0.1653333306312561,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.1653333306312561,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,71.0,60.0,11.0
341,341,72.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.25,0.16599999368190765,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.16599999368190765,0.625,1.375,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
342,342,55.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.5,0.1666666716337204,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.1666666716337204,1.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
343,343,72.0,0.75,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.75,0.16733333468437195,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.16733333468437195,0.375,1.625,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
344,344,71.0,0.875,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.875,0.16766667366027832,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.16766667366027832,0.5208333333333334,1.4791666666666665,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
345,345,60.0,1.0,0.5,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,0.1679999977350235,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.1679999977350235,0.6666666666666666,1.3333333333333335,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,60.0,14.0
346,346,74.0,1.0,0.125,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,0.1679999977350235,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.1679999977350235,0.6666666666666666,1.3333333333333335,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,60.0,14.0
347,347,72.0,1.125,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.125,0.16833333671092987,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.16833333671092987,0.8125,1.1875,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
348,348,76.0,1.25,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.25,0.16866666078567505,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.16866666078567505,0.9583333333333333,1.0416666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
349,349,74.0,1.375,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.375,0.16899999976158142,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.16899999976158142,1.1041666666666665,0.8958333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
350,350,55.0,1.5,0.5,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.5,0.1693333387374878,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.1693333387374878,1.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,55.0,22.0
351,351,77.0,1.5,0.125,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.5,0.1693333387374878,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.1693333387374878,1.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,55.0,22.0
352,352,76.0,1.625,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.625,0.16966666281223297,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.16966666281223297,1.3958333333333333,0.6041666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
353,353,79.0,1.75,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.75,0.17000000178813934,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.17000000178813934,1.5416666666666665,0.45833333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
354,354,77.0,1.875,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.875,0.17033334076404572,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.17033334076404572,1.6875,0.3125,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
355,355,59.0,0.0,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.1706666648387909,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.1706666648387909,1.8333333333333333,1.1666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,59.0,22.0
356,356,65.0,0.0,2.0,2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.1706666648387909,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.1706666648387909,1.8333333333333333,1.1666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,81.0,59.0,22.0
357,357,81.0,0.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.1706666648387909,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.1706666648387909,1.8333333333333333,1.1666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,81.0,59.0,22.0
358,358,79.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.25,0.17133332788944244,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.17133332788944244,1.125,0.875,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
359,359,55.0,0.5,0.5,2,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.5,0.1720000058412552,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.1720000058412552,0.25,1.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,55.0,24.0
360,360,79.0,0.5,0.75,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.5,0.1720000058412552,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.1720000058412552,0.25,1.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,55.0,24.0
361,361,59.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.0,0.1733333319425583,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.1733333319425583,0.8333333333333333,1.1666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
362,362,78.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.25,0.17399999499320984,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.17399999499320984,1.125,0.875,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
363,363,55.0,1.5,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.5,0.17466667294502258,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.17466667294502258,1.4166666666666665,0.5833333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,55.0,22.0
364,364,77.0,1.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.5,0.17466667294502258,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.17466667294502258,1.4166666666666665,0.5833333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,55.0,22.0
365,365,74.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.75,0.17533333599567413,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.17533333599567413,1.7083333333333333,0.29166666666666674,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
366,366,60.0,0.0,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,0.17599999904632568,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.17599999904632568,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,71.0,60.0,11.0
367,367,64.0,0.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,0.17599999904632568,0.5039370078740157,0.25395250790501583,0.127976066975756,0.17599999904632568,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,71.0,60.0,11.0
368,368,71.0,0.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,0.17599999904632568,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.17599999904632568,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,71.0,60.0,11.0
369,369,72.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.25,0.17666666209697723,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.17666666209697723,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
370,370,48.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.5,0.17733334004878998,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.17733334004878998,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0
371,371,72.0,0.75,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.75,0.17800000309944153,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.17800000309944153,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
372,372,71.0,0.875,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.875,0.1783333271741867,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.1783333271741867,0.07142857142857142,0.9285714285714286,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
373,373,74.0,1.0,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,0.17866666615009308,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.17866666615009308,0.14285714285714285,0.8571428571428572,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
374,374,72.0,1.125,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.125,0.17900000512599945,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.17900000512599945,0.21428571428571427,0.7857142857142857,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
375,375,76.0,1.25,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.25,0.17933332920074463,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.17933332920074463,0.2857142857142857,0.7142857142857143,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
376,376,74.0,1.375,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.375,0.179666668176651,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.179666668176651,0.3571428571428571,0.6428571428571429,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
377,377,77.0,1.5,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.5,0.18000000715255737,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.18000000715255737,0.42857142857142855,0.5714285714285714,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
378,378,76.0,1.625,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.625,0.18033333122730255,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.18033333122730255,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
379,379,79.0,1.75,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.75,0.18066667020320892,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.18066667020320892,0.5714285714285714,0.4285714285714286,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
380,380,77.0,1.875,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.875,0.1809999942779541,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.1809999942779541,0.6428571428571428,0.3571428571428572,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
381,381,81.0,0.0,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.0,0.18133333325386047,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.18133333325386047,0.7142857142857142,0.2857142857142858,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
