,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.loudness_incr,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
482,482,68.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,94.5,0.186758890748024,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.186758890748024,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,73.0,64.0,9.0
483,483,73.0,2.5,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,94.5,0.186758890748024,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.186758890748024,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,73.0,64.0,9.0
484,484,64.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,0.1877470314502716,0.5039370078740157,0.25395250790501583,0.127976066975756,0.1877470314502716,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,64.0,4.0
485,485,68.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,0.1877470314502716,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.1877470314502716,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,64.0,4.0
486,486,64.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.5,0.18873517215251923,0.5039370078740157,0.25395250790501583,0.127976066975756,0.18873517215251923,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,76.0,64.0,12.0
487,487,68.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.5,0.18873517215251923,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.18873517215251923,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,76.0,64.0,12.0
488,488,76.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.5,0.18873517215251923,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.18873517215251923,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,76.0,64.0,12.0
489,489,62.0,0.0,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0,0.18972331285476685,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.18972331285476685,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,73.0,62.0,11.0
490,490,66.0,0.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0,0.18972331285476685,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.18972331285476685,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,73.0,62.0,11.0
491,491,73.0,0.0,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0,0.18972331285476685,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.18972331285476685,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,73.0,62.0,11.0
492,492,71.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.25,0.19021739065647125,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.19021739065647125,0.125,0.875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
493,493,62.0,0.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.5,0.19071146845817566,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.19071146845817566,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,62.0,12.0
494,494,66.0,0.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.5,0.19071146845817566,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.19071146845817566,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,62.0,12.0
495,495,74.0,0.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.5,0.19071146845817566,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.19071146845817566,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,62.0,12.0
496,496,73.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.75,0.19120553135871887,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.19120553135871887,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
497,497,62.0,1.0,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97.0,0.19169960916042328,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.19169960916042328,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,76.0,62.0,14.0
498,498,66.0,1.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97.0,0.19169960916042328,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.19169960916042328,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,76.0,62.0,14.0
499,499,76.0,1.0,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97.0,0.19169960916042328,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.19169960916042328,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,76.0,62.0,14.0
500,500,74.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97.25,0.1921936720609665,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.1921936720609665,0.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
501,501,62.0,1.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97.5,0.1926877498626709,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.1926877498626709,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,73.0,62.0,11.0
502,502,66.0,1.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97.5,0.1926877498626709,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.1926877498626709,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,73.0,62.0,11.0
503,503,73.0,1.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97.5,0.1926877498626709,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.1926877498626709,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,73.0,62.0,11.0
504,504,71.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97.75,0.1931818127632141,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.1931818127632141,0.875,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
505,505,61.0,2.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,0.19367589056491852,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.19367589056491852,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,69.0,61.0,8.0
506,506,64.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,0.19367589056491852,0.5039370078740157,0.25395250790501583,0.127976066975756,0.19367589056491852,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,69.0,61.0,8.0
507,507,69.0,2.0,0.25,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,0.19367589056491852,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.19367589056491852,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,69.0,61.0,8.0
508,508,71.0,2.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.25,0.19416995346546173,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.19416995346546173,0.125,0.875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
509,509,69.0,2.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.5,0.19466403126716614,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.19466403126716614,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
510,510,68.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.75,0.19515810906887054,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.19515810906887054,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
511,511,69.0,3.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,0.19565217196941376,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.19565217196941376,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
512,512,71.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.25,0.19614624977111816,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.19614624977111816,0.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
513,513,73.0,3.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.5,0.19664031267166138,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.19664031267166138,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
514,514,74.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.75,0.19713439047336578,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.19713439047336578,0.875,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
515,515,75.0,0.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.197628453373909,0.5905511811023622,0.348750697501395,0.20595513631972145,0.197628453373909,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
516,516,76.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.12500000781250048,100.25,0.1981225311756134,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.1981225311756134,0.125,0.875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
517,517,78.0,0.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.25000001562500096,100.5,0.19861659407615662,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.19861659407615662,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
518,518,76.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.37500002343750144,100.75,0.19911067187786102,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.19911067187786102,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
519,519,80.0,1.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.5000000312500019,101.0,0.19960474967956543,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.19960474967956543,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
520,520,78.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.6250000390625023,101.25,0.20009881258010864,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.20009881258010864,0.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
521,521,81.0,1.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.7500000468750029,101.5,0.20059289038181305,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.20059289038181305,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
522,522,80.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.8750000546875034,101.75,0.20108695328235626,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.20108695328235626,0.875,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
523,523,83.0,2.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,0.20158103108406067,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.20158103108406067,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
524,524,81.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.5,0.2025691717863083,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.2025691717863083,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
525,525,80.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103.0,0.2035573124885559,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.2035573124885559,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
526,526,78.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103.5,0.20454545319080353,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.20454545319080353,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
527,527,68.0,0.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0,0.20553359389305115,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.20553359389305115,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,75.0,68.0,7.0
528,528,71.0,0.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0,0.20553359389305115,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.20553359389305115,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,75.0,68.0,7.0
529,529,75.0,0.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0,0.20553359389305115,0.5905511811023622,0.348750697501395,0.20595513631972145,0.20553359389305115,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,75.0,68.0,7.0
530,530,68.0,0.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.5,0.20652173459529877,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.20652173459529877,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,78.0,68.0,10.0
531,531,71.0,0.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.5,0.20652173459529877,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.20652173459529877,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,78.0,68.0,10.0
532,532,78.0,0.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.5,0.20652173459529877,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.20652173459529877,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,78.0,68.0,10.0
533,533,76.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.75,0.20701581239700317,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.20701581239700317,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
534,534,68.0,1.0,0.5,4,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.0,0.2075098752975464,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.2075098752975464,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,76.0,68.0,8.0
535,535,71.0,1.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.0,0.2075098752975464,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.2075098752975464,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,76.0,68.0,8.0
536,536,76.0,1.0,1.25,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.0,0.2075098752975464,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2075098752975464,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,76.0,68.0,8.0
537,537,68.0,1.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.5,0.2084980309009552,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.2084980309009552,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,68.0,3.0
538,538,71.0,1.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.5,0.2084980309009552,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.2084980309009552,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,68.0,3.0
539,539,68.0,2.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,106.0,0.20948617160320282,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.20948617160320282,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,68.0,3.0
540,540,71.0,2.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,106.0,0.20948617160320282,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.20948617160320282,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,68.0,3.0
541,541,78.0,2.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,106.25,0.20998023450374603,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.20998023450374603,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
542,542,68.0,2.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,106.5,0.21047431230545044,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.21047431230545044,0.2,0.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,76.0,68.0,8.0
