,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.loudness_incr,loudness_direction_basis.fp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,tempo_direction_basis.agitato,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
404,404,74.0,1.8333282470703125,0.16666667,3,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,166.8333282470703,0.17574170231819153,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.17574170231819153,1.0388888888888888,0.9611111111111111,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
405,405,57.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,167.0,0.17591622471809387,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.17591622471809387,1.1333333333333333,0.8666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,57.0,18.0
406,406,75.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,167.0,0.17591622471809387,0.5905511811023622,0.348750697501395,0.20595513631972145,0.17591622471809387,1.1333333333333333,0.8666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0,57.0,18.0
407,407,51.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,167.5,0.1764397919178009,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.1764397919178009,1.4166666666666665,0.5833333333333334,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,51.0,26.0
408,408,77.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,167.5,0.1764397919178009,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.1764397919178009,1.4166666666666665,0.5833333333333334,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,51.0,26.0
409,409,47.0,0.0,0.5,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,168.0,0.17696334421634674,0.3700787401574803,0.13695827391654783,0.05068534546517912,0.17696334421634674,0.5,1.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,47.0,31.0
410,410,78.0,0.0,2.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,168.0,0.17696334421634674,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.17696334421634674,0.5,1.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,47.0,31.0
411,411,51.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,168.5,0.17748691141605377,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.17748691141605377,0.7499999999999999,1.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0
412,412,54.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169.0,0.1780104786157608,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.1780104786157608,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0
413,413,51.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169.5,0.17853403091430664,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.17853403091430664,1.25,0.75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0
414,414,54.0,2.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,170.0,0.17905759811401367,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.17905759811401367,1.5,0.5000000000000001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,54.0,15.0
415,415,69.0,2.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,170.0,0.17905759811401367,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.17905759811401367,1.5,0.5000000000000001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,54.0,15.0
416,416,51.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,170.5,0.1795811504125595,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.1795811504125595,1.75,0.2500000000000001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0
417,417,46.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,171.0,0.18010471761226654,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.18010471761226654,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,70.0,46.0,24.0
418,418,50.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,171.0,0.18010471761226654,0.3937007874015748,0.15500031000062,0.06102374409473228,0.18010471761226654,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,70.0,46.0,24.0
419,419,70.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,171.0,0.18010471761226654,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.18010471761226654,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,70.0,46.0,24.0
420,420,58.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,172.0,0.1811518371105194,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.1811518371105194,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
421,421,70.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,172.5,0.18167538940906525,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.18167538940906525,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
422,422,69.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,173.0,0.18219895660877228,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.18219895660877228,0.1111111111111111,0.8888888888888888,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
423,423,70.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,173.5,0.18272250890731812,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.18272250890731812,0.2222222222222222,0.7777777777777778,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
424,424,71.0,0.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,0.18324607610702515,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.18324607610702515,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
425,425,72.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,174.5,0.18376962840557098,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.18376962840557098,0.4444444444444444,0.5555555555555556,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
426,426,73.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.0,0.18429319560527802,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.18429319560527802,0.5555555555555556,0.4444444444444444,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
427,427,74.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.5,0.18481674790382385,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.18481674790382385,0.6666666666666666,0.33333333333333337,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
428,428,59.0,2.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176.0,0.18534031510353088,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.18534031510353088,0.7777777777777777,1.2222222222222223,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,75.0,59.0,16.0
429,429,63.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176.0,0.18534031510353088,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.18534031510353088,0.7777777777777777,1.2222222222222223,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,75.0,59.0,16.0
430,430,75.0,2.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176.0,0.18534031510353088,0.5905511811023622,0.348750697501395,0.20595513631972145,0.18534031510353088,0.7777777777777777,1.2222222222222223,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,75.0,59.0,16.0
431,431,69.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176.5,0.18586386740207672,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.18586386740207672,1.1388888888888888,0.8611111111111112,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
432,432,58.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,177.0,0.18638743460178375,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.18638743460178375,1.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,70.0,58.0,12.0
433,433,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,177.0,0.18638743460178375,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.18638743460178375,1.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,70.0,58.0,12.0
434,434,70.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,177.0,0.18638743460178375,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.18638743460178375,1.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,70.0,58.0,12.0
435,435,46.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,178.0,0.18743455410003662,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.18743455410003662,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0
436,436,58.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,178.5,0.18795812129974365,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.18795812129974365,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
437,437,57.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,179.0,0.1884816735982895,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.1884816735982895,0.1111111111111111,0.8888888888888888,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
438,438,58.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,179.5,0.18900524079799652,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.18900524079799652,0.2222222222222222,0.7777777777777778,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
439,439,59.0,0.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,180.0,0.18952879309654236,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.18952879309654236,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
440,440,60.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,180.5,0.1900523602962494,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.1900523602962494,0.4444444444444444,0.5555555555555556,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
441,441,61.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,181.0,0.19057591259479523,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.19057591259479523,0.5555555555555556,0.4444444444444444,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0
442,442,62.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,181.5,0.19109947979450226,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.19109947979450226,0.6666666666666666,0.33333333333333337,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
443,443,47.0,2.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,182.0,0.1916230320930481,0.3700787401574803,0.13695827391654783,0.05068534546517912,0.1916230320930481,0.7777777777777777,1.2222222222222223,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,63.0,47.0,16.0
444,444,51.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,182.0,0.1916230320930481,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.1916230320930481,0.7777777777777777,1.2222222222222223,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,63.0,47.0,16.0
445,445,63.0,2.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,182.0,0.1916230320930481,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.1916230320930481,0.7777777777777777,1.2222222222222223,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,63.0,47.0,16.0
446,446,57.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,182.5,0.19214659929275513,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.19214659929275513,1.1388888888888888,0.8611111111111112,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
447,447,46.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,183.0,0.19267015159130096,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.19267015159130096,1.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,58.0,46.0,12.0
448,448,50.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,183.0,0.19267015159130096,0.3937007874015748,0.15500031000062,0.06102374409473228,0.19267015159130096,1.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,58.0,46.0,12.0
449,449,58.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,183.0,0.19267015159130096,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.19267015159130096,1.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,58.0,46.0,12.0
450,450,34.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,184.0,0.19371727108955383,0.2677165354330709,0.07167214334428669,0.019187817903194862,0.19371727108955383,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0
451,451,81.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,184.5,0.19424083828926086,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.19424083828926086,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
452,452,82.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,185.0,0.1947643905878067,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.1947643905878067,0.2,0.8,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
453,453,81.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,185.5,0.19528795778751373,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.19528795778751373,0.4,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
454,454,82.0,0.0,1.0,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,186.0,0.19581152498722076,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.19581152498722076,0.6,0.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
455,455,58.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,187.0,0.19685864448547363,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.19685864448547363,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
456,456,69.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,187.5,0.19738219678401947,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.19738219678401947,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
457,457,70.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,188.0,0.1979057639837265,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.1979057639837265,0.2,0.8,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
458,458,69.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,188.5,0.19842931628227234,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.19842931628227234,0.4,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
459,459,70.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,189.0,0.19895288348197937,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.19895288348197937,0.6,0.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
460,460,46.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,190.0,0.20000000298023224,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.20000000298023224,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0
461,461,57.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,190.5,0.20052355527877808,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.20052355527877808,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
